N,Vy,Vz,T,My,Mz
0.000000000000e+00,-6.049037663359e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.993901570712e+00
0.000000000000e+00,-5.318196614601e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.993901570712e+00
0.000000000000e+00,-4.587355565904e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.993901570712e+00
