strain_energy_density
3.073345651936e-01
2.714923398511e-01
2.366491348505e-01
2.042089095051e-01
1.741716638149e-01
1.465373977799e-01
1.213061114002e-01
9.847780467561e-02
7.805247760628e-02
6.003013019217e-02
4.441076243328e-02
3.119437432960e-02
2.038096588114e-02
1.197053708789e-02
5.963087949866e-03
2.358618467056e-03
5.785643197318e-04
5.252830298778e-26
4.957551952790e-26
4.147211136565e-26
3.702828962423e-26
3.131178790983e-26
2.912139041300e-26
2.376161842918e-26
1.705776671397e-26
1.232821322447e-26
9.128257432337e-27
4.276789765180e-27
1.604088736936e-27
1.197054775478e-27
4.849348764470e-28
2.822558141190e-28
0.000000000000e+00
