sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-2.070305660008e+02
0.000000000000e+00,0.000000000000e+00,-2.025396346650e+02
0.000000000000e+00,0.000000000000e+00,-1.980487033292e+02
