sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-5.545614591379e+01
0.000000000000e+00,0.000000000000e+00,-3.125000000000e+01
0.000000000000e+00,0.000000000000e+00,-7.043854086199e+00
