sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-4.759985857600e+01
0.000000000000e+00,0.000000000000e+00,-2.682291666666e+01
0.000000000000e+00,0.000000000000e+00,-6.045974757324e+00
