# Load Type: PARABOLIC
# Load Formula: q(x) = w * (x/L)^2
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.015625     0.000000     0.000000     0.000000  -0.030518     0.000000     0.000000     0.000000     0.000000
    0.031250     0.000000     0.000000     0.000000  -0.122070     0.000000     0.000000     0.000000     0.000000
    0.046875     0.000000     0.000000     0.000000  -0.274658     0.000000     0.000000     0.000000     0.000000
    0.062500     0.000000     0.000000     0.000000  -0.488281     0.000000     0.000000     0.000000     0.000000
    0.078125     0.000000     0.000000     0.000000  -0.762939     0.000000     0.000000     0.000000     0.000000
    0.093750     0.000000     0.000000     0.000000  -1.098633     0.000000     0.000000     0.000000     0.000000
    0.109375     0.000000     0.000000     0.000000  -1.495361     0.000000     0.000000     0.000000     0.000000
    0.125000     0.000000     0.000000     0.000000  -1.953125     0.000000     0.000000     0.000000     0.000000
    0.140625     0.000000     0.000000     0.000000  -2.471924     0.000000     0.000000     0.000000     0.000000
    0.156250     0.000000     0.000000     0.000000  -3.051758     0.000000     0.000000     0.000000     0.000000
    0.171875     0.000000     0.000000     0.000000  -3.692627     0.000000     0.000000     0.000000     0.000000
    0.187500     0.000000     0.000000     0.000000  -4.394531     0.000000     0.000000     0.000000     0.000000
    0.203125     0.000000     0.000000     0.000000  -5.157471     0.000000     0.000000     0.000000     0.000000
    0.218750     0.000000     0.000000     0.000000  -5.981445     0.000000     0.000000     0.000000     0.000000
    0.234375     0.000000     0.000000     0.000000  -6.866455     0.000000     0.000000     0.000000     0.000000
    0.250000     0.000000     0.000000     0.000000  -7.812500     0.000000     0.000000     0.000000     0.000000
    0.265625     0.000000     0.000000     0.000000  -8.819580     0.000000     0.000000     0.000000     0.000000
    0.281250     0.000000     0.000000     0.000000  -9.887695     0.000000     0.000000     0.000000     0.000000
    0.296875     0.000000     0.000000     0.000000  -11.016846     0.000000     0.000000     0.000000     0.000000
    0.312500     0.000000     0.000000     0.000000  -12.207031     0.000000     0.000000     0.000000     0.000000
    0.328125     0.000000     0.000000     0.000000  -13.458252     0.000000     0.000000     0.000000     0.000000
    0.343750     0.000000     0.000000     0.000000  -14.770508     0.000000     0.000000     0.000000     0.000000
    0.359375     0.000000     0.000000     0.000000  -16.143799     0.000000     0.000000     0.000000     0.000000
    0.375000     0.000000     0.000000     0.000000  -17.578125     0.000000     0.000000     0.000000     0.000000
    0.390625     0.000000     0.000000     0.000000  -19.073486     0.000000     0.000000     0.000000     0.000000
    0.406250     0.000000     0.000000     0.000000  -20.629883     0.000000     0.000000     0.000000     0.000000
    0.421875     0.000000     0.000000     0.000000  -22.247314     0.000000     0.000000     0.000000     0.000000
    0.437500     0.000000     0.000000     0.000000  -23.925781     0.000000     0.000000     0.000000     0.000000
    0.453125     0.000000     0.000000     0.000000  -25.665283     0.000000     0.000000     0.000000     0.000000
    0.468750     0.000000     0.000000     0.000000  -27.465820     0.000000     0.000000     0.000000     0.000000
    0.484375     0.000000     0.000000     0.000000  -29.327393     0.000000     0.000000     0.000000     0.000000
    0.500000     0.000000     0.000000     0.000000  -31.250000     0.000000     0.000000     0.000000     0.000000
    0.515625     0.000000     0.000000     0.000000  -33.233643     0.000000     0.000000     0.000000     0.000000
    0.531250     0.000000     0.000000     0.000000  -35.278320     0.000000     0.000000     0.000000     0.000000
    0.546875     0.000000     0.000000     0.000000  -37.384033     0.000000     0.000000     0.000000     0.000000
    0.562500     0.000000     0.000000     0.000000  -39.550781     0.000000     0.000000     0.000000     0.000000
    0.578125     0.000000     0.000000     0.000000  -41.778564     0.000000     0.000000     0.000000     0.000000
    0.593750     0.000000     0.000000     0.000000  -44.067383     0.000000     0.000000     0.000000     0.000000
    0.609375     0.000000     0.000000     0.000000  -46.417236     0.000000     0.000000     0.000000     0.000000
    0.625000     0.000000     0.000000     0.000000  -48.828125     0.000000     0.000000     0.000000     0.000000
    0.640625     0.000000     0.000000     0.000000  -51.300049     0.000000     0.000000     0.000000     0.000000
    0.656250     0.000000     0.000000     0.000000  -53.833008     0.000000     0.000000     0.000000     0.000000
    0.671875     0.000000     0.000000     0.000000  -56.427002     0.000000     0.000000     0.000000     0.000000
    0.687500     0.000000     0.000000     0.000000  -59.082031     0.000000     0.000000     0.000000     0.000000
    0.703125     0.000000     0.000000     0.000000  -61.798096     0.000000     0.000000     0.000000     0.000000
    0.718750     0.000000     0.000000     0.000000  -64.575195     0.000000     0.000000     0.000000     0.000000
    0.734375     0.000000     0.000000     0.000000  -67.413330     0.000000     0.000000     0.000000     0.000000
    0.750000     0.000000     0.000000     0.000000  -70.312500     0.000000     0.000000     0.000000     0.000000
