sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-9.859122918275e+02
0.000000000000e+00,0.000000000000e+00,-9.374999999999e+02
0.000000000000e+00,0.000000000000e+00,-8.890877081723e+02
