sigma1,sigma2,sigma3
4.736760359694e+03,-1.149088541667e+02,-4.736760359694e+03
2.486979166667e+02,-1.149088541667e+02,-2.486979166667e+02
4.239364526360e+03,-1.149088541667e+02,-4.239364526360e+03
