sigma1,sigma2,sigma3
4.161648678730e+03,-1.875000000000e+02,-4.161648678730e+03
5.000000000000e+02,-1.875000000000e+02,-5.000000000000e+02
3.161648678730e+03,-1.875000000000e+02,-3.161648678730e+03
