sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-3.089221550337e+02
0.000000000000e+00,0.000000000000e+00,-2.832031250003e+02
0.000000000000e+00,0.000000000000e+00,-2.574840949668e+02
