max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
5.077061e+03,0.000000e+00,1.716921e+02,1.069193e-03,0.000000e+00,4.922574e-05,6.408960e+03,0.000000e+00,1.069193e-03,0.000000e+00
