sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-1.143835043349e-09
0.000000000000e+00,0.000000000000e+00,-1.127673810190e-09
0.000000000000e+00,0.000000000000e+00,-1.107329669625e-09
