N,Vy,Vz,T,My,Mz
0.000000000000e+00,-6.334976080792e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.468750000014e+01
0.000000000000e+00,-5.000000000015e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.468750000014e+01
0.000000000000e+00,-3.665023919213e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.468750000014e+01
