element_id,max_axial_force,max_shear_force,max_torque,max_moment,max_principal_s1,min_principal_s3,max_von_mises,mean_von_mises
0,0.000000e+00,1.014194e+04,0.000000e+00,9.394531e+02,1.014194e+04,-1.014194e+04,1.759146e+04,1.125200e+04
1,0.000000e+00,8.935178e+03,0.000000e+00,8.222656e+02,8.935178e+03,-8.935178e+03,1.549801e+04,9.878074e+03
2,0.000000e+00,7.804697e+03,0.000000e+00,7.128906e+02,7.804697e+03,-7.804697e+03,1.353692e+04,8.594064e+03
3,0.000000e+00,6.750500e+03,0.000000e+00,6.113281e+02,6.750500e+03,-6.750500e+03,1.170818e+04,7.399893e+03
4,0.000000e+00,5.772588e+03,0.000000e+00,5.175781e+02,5.772588e+03,-5.772588e+03,1.001180e+04,6.295477e+03
5,0.000000e+00,4.870960e+03,0.000000e+00,4.316406e+02,4.870960e+03,-4.870960e+03,8.447785e+03,5.280724e+03
6,0.000000e+00,4.045617e+03,0.000000e+00,3.535156e+02,4.045617e+03,-4.045617e+03,7.016126e+03,4.355535e+03
7,0.000000e+00,3.296558e+03,0.000000e+00,2.832031e+02,3.296558e+03,-3.296558e+03,5.716824e+03,3.519808e+03
8,0.000000e+00,2.623783e+03,0.000000e+00,2.207031e+02,2.623783e+03,-2.623783e+03,4.549881e+03,2.773432e+03
9,0.000000e+00,2.027292e+03,0.000000e+00,1.660156e+02,2.027292e+03,-2.027292e+03,3.515296e+03,2.116294e+03
10,0.000000e+00,1.507086e+03,0.000000e+00,1.191406e+02,1.507086e+03,-1.507086e+03,2.613068e+03,1.548273e+03
11,0.000000e+00,1.063165e+03,0.000000e+00,8.007813e+01,1.063165e+03,-1.063165e+03,1.843195e+03,1.069246e+03
12,0.000000e+00,6.955272e+02,0.000000e+00,4.882813e+01,6.955272e+02,-6.955272e+02,1.205678e+03,6.790909e+02
13,0.000000e+00,4.041741e+02,0.000000e+00,2.539063e+01,4.041741e+02,-4.041741e+02,7.005104e+02,3.777111e+02
14,0.000000e+00,1.891054e+02,0.000000e+00,9.765625e+00,1.891054e+02,-1.891054e+02,3.276858e+02,1.668376e+02
15,0.000000e+00,5.032109e+01,0.000000e+00,1.953125e+00,5.032109e+01,-5.032109e+01,8.718056e+01,5.417570e+01
