total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
30,1.695264e-03,2.914776e-03,6.687500e+02,8.350009e+02,6.687500e+02,8.350009e+02,4
