sigma1,sigma2,sigma3
8.157654764550e+02,-2.096911320513e+02,-8.157654764550e+02
3.038886387102e+02,-2.096911320513e+02,-3.038886387102e+02
2.079881990344e+02,-2.079881990344e+02,-2.096911320513e+02
