sigma1,sigma2,sigma3
1.388293695861e+03,-4.323100297153e+02,-1.388293695861e+03
3.329820631218e+02,-3.329820631218e+02,-4.323100297153e+02
7.223295696175e+02,-4.323100297153e+02,-7.223295696175e+02
