sigma1,sigma2,sigma3
1.825268686195e-11,0.000000000000e+00,0.000000000000e+00
2.034414056488e-11,0.000000000000e+00,0.000000000000e+00
2.129480133894e-11,0.000000000000e+00,0.000000000000e+00
