sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-2.013640364963e+02
0.000000000000e+00,0.000000000000e+00,-1.953125000177e+02
0.000000000000e+00,0.000000000000e+00,-1.892609635391e+02
