element_id,total_strain_energy
0,1.338347081920e-01
1,1.171285726340e-01
2,1.015361794466e-01
3,8.705752862968e-02
4,7.369262018331e-02
5,6.144145410748e-02
6,5.030403040219e-02
7,4.028034906742e-02
8,3.137041010319e-02
9,2.357421350949e-02
10,1.689175928633e-02
11,1.132304743369e-02
12,6.868077951584e-03
13,3.526850840002e-03
14,1.299366098949e-03
15,1.856237284209e-04
