sigma1,sigma2,sigma3
1.155131160989e+03,-9.383265177413e+01,-1.155131160989e+03
2.389119466147e+02,-9.383265177413e+01,-2.389119466147e+02
6.773072677599e+02,-9.383265177413e+01,-6.773072677599e+02
