# column_order=resultant
# xi_per_row=-0.7745966692414834,0,0.7745966692414834
N,Vy,Vz,T,My,Mz
0.000000000000e+00,-2.135136933632e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.091430664101e+01
0.000000000000e+00,-1.757812500073e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.091430664101e+01
0.000000000000e+00,-1.380488066514e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.091430664101e+01
