element_id,total_strain_energy
0,8.725891429020e-03
1,8.362374853395e-03
2,8.006603070618e-03
3,7.658591119306e-03
4,7.318360330543e-03
5,6.985937429597e-03
6,6.661353658860e-03
7,6.344643895899e-03
8,6.035845776833e-03
9,5.734998817052e-03
10,5.442143532241e-03
11,5.157320582791e-03
12,4.880569897347e-03
13,4.611929840283e-03
14,4.351436346687e-03
15,4.099122105942e-03
16,3.855015729231e-03
17,3.619140952766e-03
18,3.391515848406e-03
19,3.172152054821e-03
20,2.961054031402e-03
21,2.758218335784e-03
22,2.563632927030e-03
23,2.377276504527e-03
24,2.199117867449e-03
25,2.029115329757e-03
26,1.867216152120e-03
27,1.713356034175e-03
28,1.567458643065e-03
29,1.429435190173e-03
30,1.299184073137e-03
31,1.176590563301e-03
32,1.061526566695e-03
33,9.538504367713e-04
34,8.534068670166e-04
35,7.600268569059e-04
36,6.735277561591e-04
37,5.937133993161e-04
38,5.203743203424e-04
39,4.532880663224e-04
40,3.922196118758e-04
41,3.369218749847e-04
42,2.871363510702e-04
43,2.425938542613e-04
44,2.030153877619e-04
45,1.681131377026e-04
46,1.375916029084e-04
47,1.111488670570e-04
48,8.847801363093e-05
49,6.926869903028e-05
50,5.320888147366e-05
51,3.998671930080e-05
52,2.929264234373e-05
53,2.082160296567e-05
54,1.427551764057e-05
55,9.365901782286e-06
56,5.816709194359e-06
57,3.367381169322e-06
58,1.776113981639e-06
59,8.233535106757e-07
60,3.155236093860e-07
61,8.899783202698e-08
62,1.432172360091e-08
63,6.949296159787e-10
