element_id,total_strain_energy
0,7.369254206843e-02
1,6.909343921916e-02
2,6.464269452632e-02
3,6.034030798990e-02
4,5.618627960991e-02
5,5.218060938635e-02
6,4.832329731922e-02
7,4.461434340851e-02
8,4.105374765423e-02
9,3.764151005639e-02
10,3.437763061497e-02
11,3.126210932997e-02
12,2.829494620141e-02
13,2.547614122927e-02
14,2.280569441356e-02
15,2.028360575428e-02
16,1.790987525143e-02
17,1.568450290501e-02
18,1.360748871501e-02
19,1.167883268144e-02
20,9.898534804304e-03
21,8.266595083593e-03
22,6.783013519311e-03
23,5.447790111457e-03
24,4.260924860032e-03
25,3.222417765035e-03
26,2.332268826466e-03
27,1.590478044325e-03
28,9.970454186130e-04
29,5.519709493279e-04
30,2.552546364709e-04
31,1.068964800427e-04
