# column_order=resultant
# xi_per_row=-0.7745966692414834,0,0.7745966692414834
N,Vy,Vz,T,My,Mz
0.000000000000e+00,-1.415412169684e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.375000000012e+01
0.000000000000e+00,-5.000000000002e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.375000000012e+01
0.000000000000e+00,4.154121696834e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.375000000012e+01
