# Load Type: TRIANGULAR
# Load Formula: q(x) = w * (x/L)
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.080000     0.000000     0.000000     0.000000  -20.000000     0.000000     0.000000     0.000000     0.000000
    0.160000     0.000000     0.000000     0.000000  -40.000000     0.000000     0.000000     0.000000     0.000000
    0.240000     0.000000     0.000000     0.000000  -60.000000     0.000000     0.000000     0.000000     0.000000
    0.320000     0.000000     0.000000     0.000000  -80.000000     0.000000     0.000000     0.000000     0.000000
    0.400000     0.000000     0.000000     0.000000  -100.000000     0.000000     0.000000     0.000000     0.000000
    0.480000     0.000000     0.000000     0.000000  -120.000000     0.000000     0.000000     0.000000     0.000000
    0.560000     0.000000     0.000000     0.000000  -140.000000     0.000000     0.000000     0.000000     0.000000
    0.640000     0.000000     0.000000     0.000000  -160.000000     0.000000     0.000000     0.000000     0.000000
    0.720000     0.000000     0.000000     0.000000  -180.000000     0.000000     0.000000     0.000000     0.000000
    0.800000     0.000000     0.000000     0.000000  -200.000000     0.000000     0.000000     0.000000     0.000000
    0.880000     0.000000     0.000000     0.000000  -220.000000     0.000000     0.000000     0.000000     0.000000
    0.960000     0.000000     0.000000     0.000000  -240.000000     0.000000     0.000000     0.000000     0.000000
    1.040000     0.000000     0.000000     0.000000  -260.000000     0.000000     0.000000     0.000000     0.000000
    1.120000     0.000000     0.000000     0.000000  -280.000000     0.000000     0.000000     0.000000     0.000000
    1.200000     0.000000     0.000000     0.000000  -300.000000     0.000000     0.000000     0.000000     0.000000
    1.280000     0.000000     0.000000     0.000000  -320.000000     0.000000     0.000000     0.000000     0.000000
    1.360000     0.000000     0.000000     0.000000  -340.000000     0.000000     0.000000     0.000000     0.000000
    1.440000     0.000000     0.000000     0.000000  -360.000000     0.000000     0.000000     0.000000     0.000000
    1.520000     0.000000     0.000000     0.000000  -380.000000     0.000000     0.000000     0.000000     0.000000
    1.600000     0.000000     0.000000     0.000000  -400.000000     0.000000     0.000000     0.000000     0.000000
    1.680000     0.000000     0.000000     0.000000  -420.000000     0.000000     0.000000     0.000000     0.000000
    1.760000     0.000000     0.000000     0.000000  -440.000000     0.000000     0.000000     0.000000     0.000000
    1.840000     0.000000     0.000000     0.000000  -460.000000     0.000000     0.000000     0.000000     0.000000
    1.920000     0.000000     0.000000     0.000000  -480.000000     0.000000     0.000000     0.000000     0.000000
    2.000000     0.000000     0.000000     0.000000  -500.000000     0.000000     0.000000     0.000000     0.000000
