sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-2.218245836552e+02
0.000000000000e+00,0.000000000000e+00,-1.250000000000e+02
0.000000000000e+00,0.000000000000e+00,-2.817541634482e+01
