sigma1,sigma2,sigma3
1.917411542041e-11,-9.506607740600e-13,-1.917411542041e-11
0.000000000000e+00,0.000000000000e+00,-9.506607740600e-13
0.000000000000e+00,0.000000000000e+00,-9.506607740600e-13
