sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-7.427324742198e+02
0.000000000000e+00,0.000000000000e+00,-6.640624999999e+02
0.000000000000e+00,0.000000000000e+00,-5.853925257801e+02
