sigma1,sigma2,sigma3
1.625194125245e+03,-4.609375000034e+02,-1.625194125245e+03
5.000000000022e+02,-4.609375000034e+02,-5.000000000022e+02
6.251941252407e+02,-4.609375000034e+02,-6.251941252407e+02
