sigma1,sigma2,sigma3
1.205630214139e+03,-2.890625000026e+02,-1.205630214139e+03
5.000000000022e+02,-2.890625000026e+02,-5.000000000022e+02
2.056302141344e+02,-2.056302141344e+02,-2.890625000026e+02
