job_id,x,uy_fem_mm,uy_roark_mm,error_uy_mm,theta_z_fem_deg,theta_z_roark_deg,error_theta_deg
0.000000000000000000e+00,6.718750000000000000e-01,-4.571774664989999848e-01,-4.800363396569001240e-01,2.285887315790013918e-02,-7.305760764394400586e-02,-7.671048799240105798e-02,3.652880348457052118e-03
0.000000000000000000e+00,6.875000000000000000e-01,-4.772850118706000178e-01,-5.011492622877039560e-01,2.386425041710393824e-02,-7.440565172050524201e-02,-7.812593427154897185e-02,3.720282551043729846e-03
0.000000000000000000e+00,7.031250000000000000e-01,-4.977580039577999549e-01,-5.226459039696030873e-01,2.488790001180313238e-02,-7.573774261272134267e-02,-7.952462970715669377e-02,3.786887094435351098e-03
0.000000000000000000e+00,7.187500000000000000e-01,-5.185920922046000081e-01,-5.445216966186560148e-01,2.592960441405600669e-02,-7.705388032059232173e-02,-8.090657429922418209e-02,3.852693978631860361e-03
0.000000000000000000e+00,7.343750000000000000e-01,-5.397829260547000185e-01,-5.667720721509210691e-01,2.698914609622105054e-02,-7.835406484423278195e-02,-8.227176804775146457e-02,3.917703203518682620e-03
0.000000000000000000e+00,7.500000000000000000e-01,-5.613261549521000315e-01,-5.893924624824566916e-01,2.806630753035666004e-02,-7.963829618352812056e-02,-8.362021095273852733e-02,3.981914769210406768e-03
0.000000000000000000e+00,7.656250000000000000e-01,-5.832174283405999748e-01,-6.123782995293212128e-01,2.916087118872123796e-02,-8.090657433853562508e-02,-8.495190301418538426e-02,4.045328675649759176e-03
0.000000000000000000e+00,7.812500000000000000e-01,-6.054523956641000293e-01,-6.357250152075728522e-01,3.027261954347282291e-02,-8.215889930919800799e-02,-8.626684423209203534e-02,4.107944922894027351e-03
0.000000000000000000e+00,7.968750000000000000e-01,-6.280267063664999316e-01,-6.594280414332702733e-01,3.140133506677034170e-02,-8.339527109562985818e-02,-8.756503460645846670e-02,4.169763510828608521e-03
0.000000000000000000e+00,8.125000000000000000e-01,-6.509360098915999426e-01,-6.834828101224719177e-01,3.254680023087197505e-02,-8.461568969771660065e-02,-8.884647413728469223e-02,4.230784439568091582e-03
0.000000000000000000e+00,8.281250000000000000e-01,-6.741759556833999412e-01,-7.078847531912357827e-01,3.370879750783584150e-02,-8.582015511545820763e-02,-9.011116282457069804e-02,4.291007709112490409e-03
0.000000000000000000e+00,8.437500000000000000e-01,-6.977421931856000459e-01,-7.326293025556206429e-01,3.488710937002059698e-02,-8.700866734896928190e-02,-9.135910066831649801e-02,4.350433319347216110e-03
0.000000000000000000e+00,8.593750000000000000e-01,-7.216303718420999935e-01,-7.577118901316847177e-01,3.608151828958472418e-02,-8.818122639813523456e-02,-9.259028766852207826e-02,4.409061270386843701e-03
0.000000000000000000e+00,8.750000000000000000e-01,-7.458361410969001071e-01,-7.831279478354864487e-01,3.729180673858634165e-02,-8.933783226307066838e-02,-9.380472382518745267e-02,4.466891562116784287e-03
0.000000000000000000e+00,8.906250000000000000e-01,-7.703551503937000611e-01,-8.088729075830840554e-01,3.851775718938399429e-02,-9.047848494360367921e-02,-9.500240913831260736e-02,4.523924194708928148e-03
0.000000000000000000e+00,9.062500000000000000e-01,-7.951830491765999875e-01,-8.349422012905362012e-01,3.975915211393621362e-02,-9.160318443990614345e-02,-9.618334360789757009e-02,4.580159167991426639e-03
0.000000000000000000e+00,9.218750000000000000e-01,-8.203154868891999740e-01,-8.613312608739011056e-01,4.101577398470113156e-02,-9.271193075186349997e-02,-9.734752723394229923e-02,4.635596482078799263e-03
0.000000000000000000e+00,9.375000000000000000e-01,-8.457481129756000415e-01,-8.880355182492372101e-01,4.228740527363716861e-02,-9.380472387953303626e-02,-9.849496001644682253e-02,4.690236136913786269e-03
0.000000000000000000e+00,9.531250000000000000e-01,-8.714765768795000866e-01,-9.150504053326028453e-01,4.357382845310275865e-02,-9.488156382291472457e-02,-9.962564195541113998e-02,4.744078132496415412e-03
0.000000000000000000e+00,9.687500000000000000e-01,-8.974965280448999883e-01,-9.423713540400563415e-01,4.487482599515635329e-02,-9.594245058195131903e-02,-1.007395730508352377e-01,4.797122468883918689e-03
0.000000000000000000e+00,9.843750000000000000e-01,-9.238036159157000382e-01,-9.699937962876563624e-01,4.619018037195632420e-02,-9.698738415675735303e-02,-1.018367533027191296e-01,4.849369145961776595e-03
0.000000000000000000e+00,1.000000000000000000e+00,-9.503934899356000221e-01,-9.979131639914610163e-01,4.751967405586099424e-02,-9.801636454721827929e-02,-1.029171827110628018e-01,4.900818163844522513e-03
0.000000000000000000e+00,1.015625000000000000e+00,-9.772617995485000097e-01,-1.026124889067528745e+00,4.886308951902873510e-02,-9.902939175339137146e-02,-1.039808612758662820e-01,4.951469522474910567e-03
0.000000000000000000e+00,1.031250000000000000e+00,-1.004404194198000200e+00,-1.054624403431918100e+00,5.022020923391790070e-02,-1.000264657752766573e-01,-1.050277889971295286e-01,5.001323221852871370e-03
0.000000000000000000e+00,1.046875000000000000e+00,-1.031816323328999863e+00,-1.083407139000687414e+00,5.159081567168755100e-02,-1.010075866128167937e-01,-1.060579658748525694e-01,5.050379262035775696e-03
0.000000000000000000e+00,1.062500000000000000e+00,-1.059493836384999943e+00,-1.112468527689894904e+00,5.297469130489496081e-02,-1.019727542661264252e-01,-1.070713919090354044e-01,5.098637642908979140e-03
0.000000000000000000e+00,1.078125000000000000e+00,-1.087432382808000142e+00,-1.141804001415599235e+00,5.437161860759909260e-02,-1.029219687350909213e-01,-1.080680670996780196e-01,5.146098364587098350e-03
0.000000000000000000e+00,1.093750000000000000e+00,-1.115627612045000161e+00,-1.171408992093858403e+00,5.578138004885824230e-02,-1.038552300197675832e-01,-1.090479914467804151e-01,5.192761427012831943e-03
0.000000000000000000e+00,1.109375000000000000e+00,-1.144075173537999923e+00,-1.201278931640731074e+00,5.720375810273115036e-02,-1.047725381201564387e-01,-1.100111649503426187e-01,5.238626830186179917e-03
0.000000000000000000e+00,1.125000000000000000e+00,-1.172770716730000107e+00,-1.231409251972275687e+00,5.863853524227558012e-02,-1.056738930362001588e-01,-1.109575876103645886e-01,5.283694574164429780e-03
0.000000000000000000e+00,1.140625000000000000e+00,-1.201709891066999880e+00,-1.261795385004550463e+00,6.008549393755058254e-02,-1.065592947679560448e-01,-1.118872594268463666e-01,5.327964658890321781e-03
0.000000000000000000e+00,1.156250000000000000e+00,-1.230888345992000144e+00,-1.292432762653613620e+00,6.154441666161347690e-02,-1.074287433154241106e-01,-1.128001803997879110e-01,5.371437084363800407e-03
0.000000000000000000e+00,1.171875000000000000e+00,-1.260301730948000021e+00,-1.323316816835524046e+00,6.301508588752402495e-02,-1.082822386785470686e-01,-1.136963505291892496e-01,5.414111850642180923e-03
0.000000000000000000e+00,1.187500000000000000e+00,-1.289945695381000013e+00,-1.354442979466339958e+00,6.449728408533994539e-02,-1.091197808573248912e-01,-1.145757698150503823e-01,5.455988957725491084e-03
0.000000000000000000e+00,1.203125000000000000e+00,-1.319815888731999953e+00,-1.385806682462119577e+00,6.599079373011962346e-02,-1.099413698518148796e-01,-1.154384382573713091e-01,5.497068405556429505e-03
0.000000000000000000e+00,1.218750000000000000e+00,-1.349907960446999899e+00,-1.417403357738921343e+00,6.749539729192144399e-02,-1.107470056620170479e-01,-1.162843558561520163e-01,5.537350194134968429e-03
0.000000000000000000e+00,1.234375000000000000e+00,-1.380217559969999952e+00,-1.449228437212803700e+00,6.901087724280374758e-02,-1.115366882878168070e-01,-1.171135226113925176e-01,5.576834323575710628e-03
0.000000000000000000e+00,1.250000000000000000e+00,-1.410740336743000034e+00,-1.481277352799824865e+00,7.053701605682483056e-02,-1.123104177293287181e-01,-1.179259385230927992e-01,5.615520793764081087e-03
0.000000000000000000e+00,1.265625000000000000e+00,-1.441471940210999891e+00,-1.513545536416043502e+00,7.207359620504361075e-02,-1.130681939864955354e-01,-1.187216035912528750e-01,5.653409604757339557e-03
0.000000000000000000e+00,1.281250000000000000e+00,-1.472408019819000158e+00,-1.546028419977518054e+00,7.362040015851789576e-02,-1.138100170592599159e-01,-1.195005178158727449e-01,5.690500756612829059e-03
0.000000000000000000e+00,1.296875000000000000e+00,-1.503544225008000002e+00,-1.578721435400306516e+00,7.517721039230651492e-02,-1.145358869476791747e-01,-1.202626811969523951e-01,5.726794249273220450e-03
0.000000000000000000e+00,1.312500000000000000e+00,-1.534876205225000012e+00,-1.611620014600467554e+00,7.674380937546754211e-02,-1.152458036517533257e-01,-1.210080937344918117e-01,5.762290082738485975e-03
0.000000000000000000e+00,1.328125000000000000e+00,-1.566399609911000024e+00,-1.644719589494059386e+00,7.831997958305936258e-02,-1.159397671715396289e-01,-1.217367554284910364e-01,5.796988256951407514e-03
0.000000000000000000e+00,1.343750000000000000e+00,-1.598110088512000093e+00,-1.678015591997140454e+00,7.990550348514036116e-02,-1.166177775069235506e-01,-1.224486662789500413e-01,5.830888772026490696e-03
0.000000000000000000e+00,1.359375000000000000e+00,-1.630003290471000010e+00,-1.711503454025769422e+00,8.150016355476941143e-02,-1.172798346579622952e-01,-1.231438262858688543e-01,5.863991627906559034e-03
0.000000000000000000e+00,1.375000000000000000e+00,-1.662074865232999965e+00,-1.745178607496004508e+00,8.310374226300454303e-02,-1.179259386246559599e-01,-1.238222354492474475e-01,5.896296824591487629e-03
0.000000000000000000e+00,1.390625000000000000e+00,-1.694320462239000014e+00,-1.779036484323903711e+00,8.471602208490369712e-02,-1.185560894070044891e-01,-1.244838937690858210e-01,5.927804362081331990e-03
0.000000000000000000e+00,1.406250000000000000e+00,-1.726735730935999857e+00,-1.813072516425526137e+00,8.633678548952627985e-02,-1.191702870050078966e-01,-1.251288012453840026e-01,5.958514240376105997e-03
0.000000000000000000e+00,1.421875000000000000e+00,-1.759316320766000086e+00,-1.847282135716929563e+00,8.796581495092947733e-02,-1.197685314186661687e-01,-1.257569578781419228e-01,5.988426459475754138e-03
0.000000000000000000e+00,1.437500000000000000e+00,-1.792057881172999911e+00,-1.881660774114172430e+00,8.960289294117251835e-02,-1.203508226479220594e-01,-1.263683636673596788e-01,6.017541019437619432e-03
0.000000000000000000e+00,1.453125000000000000e+00,-1.824956061601999968e+00,-1.916203863533313401e+00,9.124780193131343253e-02,-1.209171606928328008e-01,-1.269630186130371874e-01,6.045857920204386615e-03
0.000000000000000000e+00,1.468750000000000000e+00,-1.858006511496000046e+00,-1.950906835890410918e+00,9.290032439441087142e-02,-1.214675455533984066e-01,-1.275409227151745317e-01,6.073377161776125077e-03
0.000000000000000000e+00,1.484375000000000000e+00,-1.891204880299000024e+00,-1.985765123101523422e+00,9.456024280252339764e-02,-1.220019772296189187e-01,-1.281020759737716286e-01,6.100098744152709918e-03
0.000000000000000000e+00,1.500000000000000000e+00,-1.924546817453999914e+00,-2.020774157082708911e+00,9.622733962870899660e-02,-1.225204557214369938e-01,-1.286464783888285057e-01,6.126022667391511911e-03
0.000000000000000000e+00,1.515625000000000000e+00,-1.958027972407000217e+00,-2.055929369750025604e+00,9.790139734302538699e-02,-1.230229810289099474e-01,-1.291741299603451909e-01,6.151148931435243550e-03
0.000000000000000000e+00,1.531250000000000000e+00,-1.991643994598999878e+00,-2.091226193019532609e+00,9.958219842053273041e-02,-1.235095531519805057e-01,-1.296850306883216564e-01,6.175477536341150708e-03
0.000000000000000000e+00,1.546875000000000000e+00,-2.025390533477000155e+00,-2.126660058807287701e+00,1.012695253302875464e-01,-1.239801720907059146e-01,-1.301791805727579299e-01,6.199008482052015268e-03
0.000000000000000000e+00,1.562500000000000000e+00,-2.059263238481999991e+00,-2.162226399029349544e+00,1.029631605473495526e-01,-1.244348378450289005e-01,-1.306565796136539559e-01,6.221741768625055347e-03
0.000000000000000000e+00,1.578125000000000000e+00,-2.093257759059000023e+00,-2.197920645601776801e+00,1.046628865427767785e-01,-1.248735504149495051e-01,-1.311172278110097900e-01,6.243677396060284823e-03
0.000000000000000000e+00,1.593750000000000000e+00,-2.127369744652999994e+00,-2.233738230440627248e+00,1.063684857876272538e-01,-1.252963098005249465e-01,-1.315611251648254043e-01,6.264815364300457823e-03
0.000000000000000000e+00,1.609375000000000000e+00,-2.161594844706000274e+00,-2.269674585461959992e+00,1.080797407559597190e-01,-1.257031160016980065e-01,-1.319882716751007989e-01,6.285155673402792464e-03
0.000000000000000000e+00,1.625000000000000000e+00,-2.195928708662000073e+00,-2.305725142581832809e+00,1.097964339198327366e-01,-1.260939690184686157e-01,-1.323986673418360016e-01,6.304698323367385893e-03
0.000000000000000000e+00,1.640625000000000000e+00,-2.230366985967000115e+00,-2.341885333716304363e+00,1.115183477493042474e-01,-1.264688688508941450e-01,-1.327923121650309846e-01,6.323443314136839577e-03
0.000000000000000000e+00,1.656250000000000000e+00,-2.264905326062000235e+00,-2.378150590781432872e+00,1.132452647194326367e-01,-1.268278154989172235e-01,-1.331692061446857756e-01,6.341390645768552048e-03
0.000000000000000000e+00,1.671875000000000000e+00,-2.299539378392999822e+00,-2.414516345693276556e+00,1.149769673002767334e-01,-1.271708089625378513e-01,-1.335293492808003191e-01,6.358540318262467794e-03
0.000000000000000000e+00,1.687500000000000000e+00,-2.334264792401999689e+00,-2.450978030367894966e+00,1.167132379658952779e-01,-1.274978492417561116e-01,-1.338727415733746706e-01,6.374892331618559060e-03
0.000000000000000000e+00,1.703125000000000000e+00,-2.369077217534999669e+00,-2.487531076721344991e+00,1.184538591863453227e-01,-1.278089363366292364e-01,-1.341993830224088025e-01,6.390446685779566094e-03
0.000000000000000000e+00,1.718750000000000000e+00,-2.403972303233999686e+00,-2.524170916669685738e+00,1.201986134356860525e-01,-1.281040702471572257e-01,-1.345092736279027146e-01,6.405203380745488895e-03
0.000000000000000000e+00,1.734375000000000000e+00,-2.438945698943999929e+00,-2.560892982128974982e+00,1.219472831849750527e-01,-1.283832509733401350e-01,-1.348024133898564347e-01,6.419162416516299707e-03
0.000000000000000000e+00,1.750000000000000000e+00,-2.473993054107999967e+00,-2.597692705015272274e+00,1.236996509072723072e-01,-1.286464785151205936e-01,-1.350788023082699352e-01,6.432323793149341551e-03
0.000000000000000000e+00,1.765625000000000000e+00,-2.509110018169999901e+00,-2.634565517244634947e+00,1.254554990746350462e-01,-1.288937528725559445e-01,-1.353384403831432159e-01,6.444687510587271406e-03
0.000000000000000000e+00,1.781250000000000000e+00,-2.544292240574999919e+00,-2.671506850733122107e+00,1.272146101581221878e-01,-1.291250740456461599e-01,-1.355813276144763047e-01,6.456253568830144784e-03
0.000000000000000000e+00,1.796875000000000000e+00,-2.579535370766000035e+00,-2.708512137396791530e+00,1.289767666307914951e-01,-1.293404420343339245e-01,-1.358074640022691459e-01,6.467021967935221438e-03
0.000000000000000000e+00,1.812500000000000000e+00,-2.614835058186000261e+00,-2.745576809151701880e+00,1.307417509657016197e-01,-1.295398568386766369e-01,-1.360168495465217953e-01,6.476992707845158348e-03
0.000000000000000000e+00,1.828125000000000000e+00,-2.650186952280000341e+00,-2.782696297913911820e+00,1.325093456339114795e-01,-1.297233184586741861e-01,-1.362094842472342526e-01,6.486165788560066536e-03
0.000000000000000000e+00,1.843750000000000000e+00,-2.685586702491999933e+00,-2.819866035599479570e+00,1.342793331074796370e-01,-1.298908268943266275e-01,-1.363853681044064625e-01,6.494541210079834981e-03
0.000000000000000000e+00,1.859375000000000000e+00,-2.721029958264999937e+00,-2.857081454124462905e+00,1.360514958594629675e-01,-1.300423821455766182e-01,-1.365445011180384804e-01,6.502118972461862212e-03
0.000000000000000000e+00,1.875000000000000000e+00,-2.756512369043000010e+00,-2.894337985404921376e+00,1.378256163619213659e-01,-1.301779842124815290e-01,-1.366868832881302787e-01,6.508899075648749699e-03
0.000000000000000000e+00,1.890625000000000000e+00,-2.792029584271000342e+00,-2.931631061356912316e+00,1.396014770859119736e-01,-1.302976330949839889e-01,-1.368125146146818849e-01,6.514881519697895973e-03
0.000000000000000000e+00,1.906250000000000000e+00,-2.827577253390999967e+00,-2.968956113896494831e+00,1.413788605054948633e-01,-1.304013287931986287e-01,-1.369213950976932437e-01,6.520066304494614995e-03
0.000000000000000000e+00,1.921875000000000000e+00,-2.863151025847999964e+00,-3.006308574939726697e+00,1.431575490917267324e-01,-1.304890713070108732e-01,-1.370135247371644105e-01,6.524453430153537292e-03
0.000000000000000000e+00,1.937500000000000000e+00,-2.898746551085999990e+00,-3.043683876402666577e+00,1.449373253166665876e-01,-1.305608606365352697e-01,-1.370889035330953853e-01,6.528042896560115604e-03
0.000000000000000000e+00,1.953125000000000000e+00,-2.934359478549000144e+00,-3.081077450201373136e+00,1.467179716523729915e-01,-1.306166967817145586e-01,-1.371475314854861127e-01,6.530834703771554173e-03
0.000000000000000000e+00,1.968750000000000000e+00,-2.969985457679999996e+00,-3.118484728251904592e+00,1.484992705719045958e-01,-1.306565797425487119e-01,-1.371894085943366481e-01,6.532828851787936264e-03
0.000000000000000000e+00,1.984375000000000000e+00,-3.005620137923000090e+00,-3.155901142470319165e+00,1.502810045473190748e-01,-1.306805095190377297e-01,-1.372145348596469638e-01,6.534025340609234123e-03
0.000000000000000000e+00,2.000000000000000000e+00,-3.041259168722000084e+00,-3.193322124772675519e+00,1.520629560506754352e-01,-1.306884861111816676e-01,-1.372229102814170876e-01,6.534424170235419993e-03
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.562500000000000000e-02,-1.384927036090999807e-04,-1.454173388079597765e-04,6.924635198859795766e-06,-1.013027204447922896e-03,-1.063678564803464824e-03,5.065136035554192867e-05
1.000000000000000000e+00,3.125000000000000000e-02,-5.510704436813000000e-04,-5.786239659374316094e-04,2.755352225613160941e-05,-2.010101224579371407e-03,-2.110606286066717737e-03,1.005050614873463297e-04
1.000000000000000000e+00,4.687500000000000000e-02,-1.233382664083999911e-03,-1.295051797446804308e-03,6.166913336280439688e-05,-2.991222060394345319e-03,-3.140783163789758522e-03,1.495611033954132030e-04
1.000000000000000000e+00,6.250000000000000000e-02,-2.181078808683999896e-03,-2.290132749394466032e-03,1.090539407104661358e-04,-3.956389711893417739e-03,-4.154209197972586962e-03,1.978194860791692225e-04
1.000000000000000000e+00,7.812500000000000000e-02,-3.389808321349000158e-03,-3.559298737838806348e-03,1.694904164898061900e-04,-4.905604179076588668e-03,-5.150884388615203924e-03,2.452802095386152556e-04
1.000000000000000000e+00,9.375000000000000000e-02,-4.855220645946999383e-03,-5.097981678838213633e-03,2.427610328912142498e-04,-5.838865461943858540e-03,-6.130808735717608975e-03,2.919432737737504349e-04
1.000000000000000000e+00,1.093750000000000000e-01,-6.572965226344000024e-03,-6.901613488451076479e-03,3.286482621070764554e-04,-6.756173560493508243e-03,-7.093982239279802114e-03,3.378086787862938714e-04
1.000000000000000000e+00,1.250000000000000000e-01,-8.538691506406998963e-03,-8.965626082735782612e-03,4.269345763287836493e-04,-7.657528474726682695e-03,-8.040404899301781608e-03,3.828764245750989129e-04
