sigma1,sigma2,sigma3
3.576873572002e+03,-1.656901041666e+02,-3.576873572002e+03
3.411458333333e+02,-1.656901041666e+02,-3.411458333333e+02
2.894581905336e+03,-1.656901041666e+02,-2.894581905336e+03
