element_id,total_strain_energy
0,1.824611536143e-02
1,1.672964723118e-02
2,1.527943255752e-02
3,1.389590376069e-02
4,1.257963237328e-02
5,1.133126916115e-02
6,1.015148476801e-02
7,9.040911193359e-03
8,8.000084490387e-03
9,7.029389148371e-03
10,6.129004700971e-03
11,5.298855179561e-03
12,4.538562107885e-03
13,3.847401811844e-03
14,3.224267895491e-03
15,2.667639811772e-03
16,2.175558533845e-03
17,1.745610410269e-03
18,1.374920364636e-03
19,1.060155677694e-03
20,7.975416672823e-04
21,5.828906588756e-04
22,4.116457168076e-04
23,2.789406837189e-04
24,1.796781530582e-04
25,1.086270769172e-04
26,6.054178879000e-05
27,3.030429827906e-05
28,1.309179209414e-05
29,4.571353110030e-06
30,1.123986585043e-06
31,1.001200497291e-07
