sigma1,sigma2,sigma3
5.752234626122e-11,6.654625418420e-13,-5.752234626122e-11
3.834823084081e-11,6.654625418420e-13,-3.834823084081e-11
6.654625418420e-13,0.000000000000e+00,0.000000000000e+00
