element_id,total_strain_energy
0,3.228457773513e-02
1,2.927142452151e-02
2,2.641408833070e-02
3,2.371644622746e-02
4,2.118123716253e-02
5,1.881007895090e-02
6,1.660349090945e-02
7,1.456092215400e-02
8,1.268078555585e-02
9,1.096049735765e-02
10,9.396522448701e-03
11,7.984425299721e-03
12,6.718926556969e-03
13,5.593965295812e-03
14,4.602766933693e-03
15,3.737916802528e-03
16,2.991439380504e-03
17,2.354883183299e-03
18,1.819411314714e-03
19,1.375897676722e-03
20,1.015028838926e-03
21,7.274115674385e-04
22,5.036860131711e-04
23,3.346445595395e-04
24,2.113563295835e-04
25,1.252973525013e-04
26,6.848638959887e-05
27,3.362641965245e-05
28,1.425178368733e-05
29,4.880989169849e-06
30,1.175173614742e-06
31,1.022276065017e-07
