total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
774,3.052522e-03,2.537578e-02,1.000000e+03,1.118034e+03,1.000000e+03,1.118034e+03,128
