Row (Condensed DOF),Column (Condensed DOF),K Value
194,202,-4.889808000000e+12
195,189,-1.055725650000e+05
195,195,2.111451300000e+05
195,201,-1.055725650000e+05
196,188,-4.889808000000e+12
196,190,2.716560000000e+12
196,194,-1.629936000000e+12
196,196,5.976432000000e+12
196,200,6.519744000000e+12
196,202,2.716560000000e+12
197,187,3.156587280000e+13
197,191,1.753659600000e+13
197,193,1.052195760000e+13
197,197,3.858051120000e+13
197,199,-4.208783040000e+13
197,203,1.753659600000e+13
198,192,-1.375500000000e+10
198,198,2.751000000000e+10
198,204,-1.375500000000e+10
199,193,-7.365370320000e+13
199,197,-4.208783040000e+13
199,199,1.473074064000e+14
199,203,1.052195760000e+13
199,205,-7.365370320000e+13
199,209,3.156587280000e+13
200,194,-1.140955200000e+13
200,196,6.519744000000e+12
200,200,2.281910400000e+13
200,202,-1.629936000000e+12
200,206,-1.140955200000e+13
200,208,-4.889808000000e+12
201,195,-1.055725650000e+05
201,201,2.111451300000e+05
201,207,-1.055725650000e+05
202,194,-4.889808000000e+12
202,196,2.716560000000e+12
202,200,-1.629936000000e+12
202,202,5.976432000000e+12
202,206,6.519744000000e+12
202,208,2.716560000000e+12
203,193,3.156587280000e+13
203,197,1.753659600000e+13
203,199,1.052195760000e+13
203,203,3.858051120000e+13
203,205,-4.208783040000e+13
203,209,1.753659600000e+13
204,198,-1.375500000000e+10
204,204,2.751000000000e+10
204,210,-1.375500000000e+10
205,199,-7.365370320000e+13
205,203,-4.208783040000e+13
205,205,1.473074064000e+14
205,209,1.052195760000e+13
205,211,-7.365370320000e+13
205,215,3.156587280000e+13
206,200,-1.140955200000e+13
206,202,6.519744000000e+12
206,206,2.281910400000e+13
206,208,-1.629936000000e+12
206,212,-1.140955200000e+13
206,214,-4.889808000000e+12
207,201,-1.055725650000e+05
207,207,2.111451300000e+05
207,213,-1.055725650000e+05
208,200,-4.889808000000e+12
208,202,2.716560000000e+12
208,206,-1.629936000000e+12
208,208,5.976432000000e+12
208,212,6.519744000000e+12
208,214,2.716560000000e+12
209,199,3.156587280000e+13
209,203,1.753659600000e+13
209,205,1.052195760000e+13
209,209,3.858051120000e+13
209,211,-4.208783040000e+13
209,215,1.753659600000e+13
210,204,-1.375500000000e+10
210,210,2.751000000000e+10
210,216,-1.375500000000e+10
211,205,-7.365370320000e+13
211,209,-4.208783040000e+13
211,211,1.473074064000e+14
211,215,1.052195760000e+13
211,217,-7.365370320000e+13
211,221,3.156587280000e+13
212,206,-1.140955200000e+13
212,208,6.519744000000e+12
212,212,2.281910400000e+13
212,214,-1.629936000000e+12
212,218,-1.140955200000e+13
212,220,-4.889808000000e+12
213,207,-1.055725650000e+05
213,213,2.111451300000e+05
213,219,-1.055725650000e+05
214,206,-4.889808000000e+12
214,208,2.716560000000e+12
214,212,-1.629936000000e+12
214,214,5.976432000000e+12
214,218,6.519744000000e+12
214,220,2.716560000000e+12
215,205,3.156587280000e+13
215,209,1.753659600000e+13
215,211,1.052195760000e+13
215,215,3.858051120000e+13
215,217,-4.208783040000e+13
215,221,1.753659600000e+13
216,210,-1.375500000000e+10
216,216,2.751000000000e+10
216,222,-1.375500000000e+10
217,211,-7.365370320000e+13
217,215,-4.208783040000e+13
217,217,1.473074064000e+14
217,221,1.052195760000e+13
217,223,-7.365370320000e+13
217,227,3.156587280000e+13
218,212,-1.140955200000e+13
218,214,6.519744000000e+12
218,218,2.281910400000e+13
218,220,-1.629936000000e+12
218,224,-1.140955200000e+13
218,226,-4.889808000000e+12
219,213,-1.055725650000e+05
219,219,2.111451300000e+05
219,225,-1.055725650000e+05
220,212,-4.889808000000e+12
220,214,2.716560000000e+12
220,218,-1.629936000000e+12
220,220,5.976432000000e+12
220,224,6.519744000000e+12
220,226,2.716560000000e+12
221,211,3.156587280000e+13
221,215,1.753659600000e+13
221,217,1.052195760000e+13
221,221,3.858051120000e+13
221,223,-4.208783040000e+13
221,227,1.753659600000e+13
222,216,-1.375500000000e+10
222,222,2.751000000000e+10
222,228,-1.375500000000e+10
223,217,-7.365370320000e+13
223,221,-4.208783040000e+13
223,223,1.473074064000e+14
223,227,1.052195760000e+13
223,229,-7.365370320000e+13
223,233,3.156587280000e+13
224,218,-1.140955200000e+13
224,220,6.519744000000e+12
224,224,2.281910400000e+13
224,226,-1.629936000000e+12
224,230,-1.140955200000e+13
224,232,-4.889808000000e+12
225,219,-1.055725650000e+05
225,225,2.111451300000e+05
225,231,-1.055725650000e+05
226,218,-4.889808000000e+12
226,220,2.716560000000e+12
226,224,-1.629936000000e+12
226,226,5.976432000000e+12
226,230,6.519744000000e+12
226,232,2.716560000000e+12
227,217,3.156587280000e+13
227,221,1.753659600000e+13
227,223,1.052195760000e+13
227,227,3.858051120000e+13
227,229,-4.208783040000e+13
227,233,1.753659600000e+13
228,222,-1.375500000000e+10
228,228,2.751000000000e+10
228,234,-1.375500000000e+10
229,223,-7.365370320000e+13
229,227,-4.208783040000e+13
229,229,1.473074064000e+14
229,233,1.052195760000e+13
229,235,-7.365370320000e+13
229,239,3.156587280000e+13
230,224,-1.140955200000e+13
230,226,6.519744000000e+12
230,230,2.281910400000e+13
230,232,-1.629936000000e+12
230,236,-1.140955200000e+13
230,238,-4.889808000000e+12
231,225,-1.055725650000e+05
231,231,2.111451300000e+05
231,237,-1.055725650000e+05
232,224,-4.889808000000e+12
232,226,2.716560000000e+12
232,230,-1.629936000000e+12
232,232,5.976432000000e+12
232,236,6.519744000000e+12
232,238,2.716560000000e+12
233,223,3.156587280000e+13
233,227,1.753659600000e+13
233,229,1.052195760000e+13
233,233,3.858051120000e+13
233,235,-4.208783040000e+13
233,239,1.753659600000e+13
234,228,-1.375500000000e+10
234,234,2.751000000000e+10
234,240,-1.375500000000e+10
235,229,-7.365370320000e+13
235,233,-4.208783040000e+13
235,235,1.473074064000e+14
235,239,1.052195760000e+13
235,241,-7.365370320000e+13
235,245,3.156587280000e+13
236,230,-1.140955200000e+13
236,232,6.519744000000e+12
236,236,2.281910400000e+13
236,238,-1.629936000000e+12
236,242,-1.140955200000e+13
236,244,-4.889808000000e+12
237,231,-1.055725650000e+05
237,237,2.111451300000e+05
237,243,-1.055725650000e+05
238,230,-4.889808000000e+12
238,232,2.716560000000e+12
238,236,-1.629936000000e+12
238,238,5.976432000000e+12
238,242,6.519744000000e+12
238,244,2.716560000000e+12
239,229,3.156587280000e+13
239,233,1.753659600000e+13
239,235,1.052195760000e+13
239,239,3.858051120000e+13
239,241,-4.208783040000e+13
239,245,1.753659600000e+13
240,234,-1.375500000000e+10
240,240,2.751000000000e+10
240,246,-1.375500000000e+10
241,235,-7.365370320000e+13
241,239,-4.208783040000e+13
241,241,1.473074064000e+14
241,245,1.052195760000e+13
241,247,-7.365370320000e+13
241,251,3.156587280000e+13
242,236,-1.140955200000e+13
242,238,6.519744000000e+12
242,242,2.281910400000e+13
242,244,-1.629936000000e+12
242,248,-1.140955200000e+13
242,250,-4.889808000000e+12
243,237,-1.055725650000e+05
243,243,2.111451300000e+05
243,249,-1.055725650000e+05
244,236,-4.889808000000e+12
244,238,2.716560000000e+12
244,242,-1.629936000000e+12
244,244,5.976432000000e+12
244,248,6.519744000000e+12
244,250,2.716560000000e+12
245,235,3.156587280000e+13
245,239,1.753659600000e+13
245,241,1.052195760000e+13
245,245,3.858051120000e+13
245,247,-4.208783040000e+13
245,251,1.753659600000e+13
246,240,-1.375500000000e+10
246,246,2.751000000000e+10
246,252,-1.375500000000e+10
247,241,-7.365370320000e+13
247,245,-4.208783040000e+13
247,247,1.473074064000e+14
247,251,1.052195760000e+13
247,253,-7.365370320000e+13
247,257,3.156587280000e+13
248,242,-1.140955200000e+13
248,244,6.519744000000e+12
248,248,2.281910400000e+13
248,250,-1.629936000000e+12
248,254,-1.140955200000e+13
248,256,-4.889808000000e+12
249,243,-1.055725650000e+05
249,249,2.111451300000e+05
249,255,-1.055725650000e+05
250,242,-4.889808000000e+12
250,244,2.716560000000e+12
250,248,-1.629936000000e+12
250,250,5.976432000000e+12
250,254,6.519744000000e+12
250,256,2.716560000000e+12
251,241,3.156587280000e+13
251,245,1.753659600000e+13
251,247,1.052195760000e+13
251,251,3.858051120000e+13
251,253,-4.208783040000e+13
251,257,1.753659600000e+13
252,246,-1.375500000000e+10
252,252,2.751000000000e+10
252,258,-1.375500000000e+10
253,247,-7.365370320000e+13
253,251,-4.208783040000e+13
253,253,1.473074064000e+14
253,257,1.052195760000e+13
253,259,-7.365370320000e+13
253,263,3.156587280000e+13
254,248,-1.140955200000e+13
254,250,6.519744000000e+12
254,254,2.281910400000e+13
254,256,-1.629936000000e+12
254,260,-1.140955200000e+13
254,262,-4.889808000000e+12
255,249,-1.055725650000e+05
255,255,2.111451300000e+05
255,261,-1.055725650000e+05
256,248,-4.889808000000e+12
256,250,2.716560000000e+12
256,254,-1.629936000000e+12
256,256,5.976432000000e+12
256,260,6.519744000000e+12
256,262,2.716560000000e+12
257,247,3.156587280000e+13
257,251,1.753659600000e+13
257,253,1.052195760000e+13
257,257,3.858051120000e+13
257,259,-4.208783040000e+13
257,263,1.753659600000e+13
258,252,-1.375500000000e+10
258,258,2.751000000000e+10
258,264,-1.375500000000e+10
259,253,-7.365370320000e+13
259,257,-4.208783040000e+13
259,259,1.473074064000e+14
259,263,1.052195760000e+13
259,265,-7.365370320000e+13
259,269,3.156587280000e+13
260,254,-1.140955200000e+13
260,256,6.519744000000e+12
260,260,2.281910400000e+13
260,262,-1.629936000000e+12
260,266,-1.140955200000e+13
260,268,-4.889808000000e+12
261,255,-1.055725650000e+05
261,261,2.111451300000e+05
261,267,-1.055725650000e+05
262,254,-4.889808000000e+12
262,256,2.716560000000e+12
262,260,-1.629936000000e+12
262,262,5.976432000000e+12
262,266,6.519744000000e+12
262,268,2.716560000000e+12
263,253,3.156587280000e+13
263,257,1.753659600000e+13
263,259,1.052195760000e+13
263,263,3.858051120000e+13
263,265,-4.208783040000e+13
263,269,1.753659600000e+13
264,258,-1.375500000000e+10
264,264,2.751000000000e+10
264,270,-1.375500000000e+10
265,259,-7.365370320000e+13
265,263,-4.208783040000e+13
265,265,1.473074064000e+14
265,269,1.052195760000e+13
265,271,-7.365370320000e+13
265,275,3.156587280000e+13
266,260,-1.140955200000e+13
266,262,6.519744000000e+12
266,266,2.281910400000e+13
266,268,-1.629936000000e+12
266,272,-1.140955200000e+13
266,274,-4.889808000000e+12
267,261,-1.055725650000e+05
267,267,2.111451300000e+05
267,273,-1.055725650000e+05
268,260,-4.889808000000e+12
268,262,2.716560000000e+12
268,266,-1.629936000000e+12
268,268,5.976432000000e+12
268,272,6.519744000000e+12
268,274,2.716560000000e+12
269,259,3.156587280000e+13
269,263,1.753659600000e+13
269,265,1.052195760000e+13
269,269,3.858051120000e+13
269,271,-4.208783040000e+13
269,275,1.753659600000e+13
270,264,-1.375500000000e+10
270,270,2.751000000000e+10
270,276,-1.375500000000e+10
271,265,-7.365370320000e+13
271,269,-4.208783040000e+13
271,271,1.473074064000e+14
271,275,1.052195760000e+13
271,277,-7.365370320000e+13
271,281,3.156587280000e+13
272,266,-1.140955200000e+13
272,268,6.519744000000e+12
272,272,2.281910400000e+13
272,274,-1.629936000000e+12
272,278,-1.140955200000e+13
272,280,-4.889808000000e+12
273,267,-1.055725650000e+05
273,273,2.111451300000e+05
273,279,-1.055725650000e+05
274,266,-4.889808000000e+12
274,268,2.716560000000e+12
274,272,-1.629936000000e+12
274,274,5.976432000000e+12
274,278,6.519744000000e+12
274,280,2.716560000000e+12
275,265,3.156587280000e+13
275,269,1.753659600000e+13
275,271,1.052195760000e+13
275,275,3.858051120000e+13
275,277,-4.208783040000e+13
275,281,1.753659600000e+13
276,270,-1.375500000000e+10
276,276,2.751000000000e+10
276,282,-1.375500000000e+10
277,271,-7.365370320000e+13
277,275,-4.208783040000e+13
277,277,1.473074064000e+14
277,281,1.052195760000e+13
277,283,-7.365370320000e+13
277,287,3.156587280000e+13
278,272,-1.140955200000e+13
278,274,6.519744000000e+12
278,278,2.281910400000e+13
278,280,-1.629936000000e+12
278,284,-1.140955200000e+13
278,286,-4.889808000000e+12
279,273,-1.055725650000e+05
279,279,2.111451300000e+05
279,285,-1.055725650000e+05
280,272,-4.889808000000e+12
280,274,2.716560000000e+12
280,278,-1.629936000000e+12
280,280,5.976432000000e+12
280,284,6.519744000000e+12
280,286,2.716560000000e+12
281,271,3.156587280000e+13
281,275,1.753659600000e+13
281,277,1.052195760000e+13
281,281,3.858051120000e+13
281,283,-4.208783040000e+13
281,287,1.753659600000e+13
282,276,-1.375500000000e+10
282,282,2.751000000000e+10
282,288,-1.375500000000e+10
283,277,-7.365370320000e+13
283,281,-4.208783040000e+13
283,283,1.473074064000e+14
283,287,1.052195760000e+13
283,289,-7.365370320000e+13
283,293,3.156587280000e+13
284,278,-1.140955200000e+13
284,280,6.519744000000e+12
284,284,2.281910400000e+13
284,286,-1.629936000000e+12
284,290,-1.140955200000e+13
284,292,-4.889808000000e+12
285,279,-1.055725650000e+05
285,285,2.111451300000e+05
285,291,-1.055725650000e+05
286,278,-4.889808000000e+12
286,280,2.716560000000e+12
286,284,-1.629936000000e+12
286,286,5.976432000000e+12
286,290,6.519744000000e+12
286,292,2.716560000000e+12
287,277,3.156587280000e+13
287,281,1.753659600000e+13
287,283,1.052195760000e+13
287,287,3.858051120000e+13
287,289,-4.208783040000e+13
287,293,1.753659600000e+13
288,282,-1.375500000000e+10
288,288,2.751000000000e+10
288,294,-1.375500000000e+10
289,283,-7.365370320000e+13
289,287,-4.208783040000e+13
289,289,1.473074064000e+14
289,293,1.052195760000e+13
289,295,-7.365370320000e+13
289,299,3.156587280000e+13
290,284,-1.140955200000e+13
290,286,6.519744000000e+12
290,290,2.281910400000e+13
290,292,-1.629936000000e+12
290,296,-1.140955200000e+13
290,298,-4.889808000000e+12
291,285,-1.055725650000e+05
291,291,2.111451300000e+05
291,297,-1.055725650000e+05
292,284,-4.889808000000e+12
292,286,2.716560000000e+12
292,290,-1.629936000000e+12
292,292,5.976432000000e+12
292,296,6.519744000000e+12
292,298,2.716560000000e+12
293,283,3.156587280000e+13
293,287,1.753659600000e+13
293,289,1.052195760000e+13
293,293,3.858051120000e+13
293,295,-4.208783040000e+13
293,299,1.753659600000e+13
294,288,-1.375500000000e+10
294,294,2.751000000000e+10
294,300,-1.375500000000e+10
295,289,-7.365370320000e+13
295,293,-4.208783040000e+13
295,295,1.473074064000e+14
295,299,1.052195760000e+13
295,301,-7.365370320000e+13
295,305,3.156587280000e+13
296,290,-1.140955200000e+13
296,292,6.519744000000e+12
296,296,2.281910400000e+13
296,298,-1.629936000000e+12
296,302,-1.140955200000e+13
296,304,-4.889808000000e+12
297,291,-1.055725650000e+05
297,297,2.111451300000e+05
297,303,-1.055725650000e+05
298,290,-4.889808000000e+12
298,292,2.716560000000e+12
298,296,-1.629936000000e+12
298,298,5.976432000000e+12
298,302,6.519744000000e+12
298,304,2.716560000000e+12
299,289,3.156587280000e+13
299,293,1.753659600000e+13
299,295,1.052195760000e+13
299,299,3.858051120000e+13
299,301,-4.208783040000e+13
299,305,1.753659600000e+13
300,294,-1.375500000000e+10
300,300,2.751000000000e+10
300,306,-1.375500000000e+10
301,295,-7.365370320000e+13
301,299,-4.208783040000e+13
301,301,1.473074064000e+14
301,305,1.052195760000e+13
301,307,-7.365370320000e+13
301,311,3.156587280000e+13
302,296,-1.140955200000e+13
302,298,6.519744000000e+12
302,302,2.281910400000e+13
302,304,-1.629936000000e+12
302,308,-1.140955200000e+13
302,310,-4.889808000000e+12
303,297,-1.055725650000e+05
303,303,2.111451300000e+05
303,309,-1.055725650000e+05
304,296,-4.889808000000e+12
304,298,2.716560000000e+12
304,302,-1.629936000000e+12
304,304,5.976432000000e+12
304,308,6.519744000000e+12
304,310,2.716560000000e+12
305,295,3.156587280000e+13
305,299,1.753659600000e+13
305,301,1.052195760000e+13
305,305,3.858051120000e+13
305,307,-4.208783040000e+13
305,311,1.753659600000e+13
306,300,-1.375500000000e+10
306,306,2.751000000000e+10
306,312,-1.375500000000e+10
307,301,-7.365370320000e+13
307,305,-4.208783040000e+13
307,307,1.473074064000e+14
307,311,1.052195760000e+13
307,313,-7.365370320000e+13
307,317,3.156587280000e+13
308,302,-1.140955200000e+13
308,304,6.519744000000e+12
308,308,2.281910400000e+13
308,310,-1.629936000000e+12
308,314,-1.140955200000e+13
308,316,-4.889808000000e+12
309,303,-1.055725650000e+05
309,309,2.111451300000e+05
309,315,-1.055725650000e+05
310,302,-4.889808000000e+12
310,304,2.716560000000e+12
310,308,-1.629936000000e+12
310,310,5.976432000000e+12
310,314,6.519744000000e+12
310,316,2.716560000000e+12
311,301,3.156587280000e+13
311,305,1.753659600000e+13
311,307,1.052195760000e+13
311,311,3.858051120000e+13
311,313,-4.208783040000e+13
311,317,1.753659600000e+13
312,306,-1.375500000000e+10
312,312,2.751000000000e+10
312,318,-1.375500000000e+10
313,307,-7.365370320000e+13
313,311,-4.208783040000e+13
313,313,1.473074064000e+14
313,317,1.052195760000e+13
313,319,-7.365370320000e+13
313,323,3.156587280000e+13
314,308,-1.140955200000e+13
314,310,6.519744000000e+12
314,314,2.281910400000e+13
314,316,-1.629936000000e+12
314,320,-1.140955200000e+13
314,322,-4.889808000000e+12
315,309,-1.055725650000e+05
315,315,2.111451300000e+05
315,321,-1.055725650000e+05
316,308,-4.889808000000e+12
316,310,2.716560000000e+12
316,314,-1.629936000000e+12
316,316,5.976432000000e+12
316,320,6.519744000000e+12
316,322,2.716560000000e+12
317,307,3.156587280000e+13
317,311,1.753659600000e+13
317,313,1.052195760000e+13
317,317,3.858051120000e+13
317,319,-4.208783040000e+13
317,323,1.753659600000e+13
318,312,-1.375500000000e+10
318,318,2.751000000000e+10
318,324,-1.375500000000e+10
319,313,-7.365370320000e+13
319,317,-4.208783040000e+13
319,319,1.473074064000e+14
319,323,1.052195760000e+13
319,325,-7.365370320000e+13
319,329,3.156587280000e+13
320,314,-1.140955200000e+13
320,316,6.519744000000e+12
320,320,2.281910400000e+13
320,322,-1.629936000000e+12
320,326,-1.140955200000e+13
320,328,-4.889808000000e+12
321,315,-1.055725650000e+05
321,321,2.111451300000e+05
321,327,-1.055725650000e+05
322,314,-4.889808000000e+12
322,316,2.716560000000e+12
322,320,-1.629936000000e+12
322,322,5.976432000000e+12
322,326,6.519744000000e+12
322,328,2.716560000000e+12
323,313,3.156587280000e+13
323,317,1.753659600000e+13
323,319,1.052195760000e+13
323,323,3.858051120000e+13
323,325,-4.208783040000e+13
323,329,1.753659600000e+13
324,318,-1.375500000000e+10
324,324,2.751000000000e+10
324,330,-1.375500000000e+10
325,319,-7.365370320000e+13
325,323,-4.208783040000e+13
325,325,1.473074064000e+14
325,329,1.052195760000e+13
325,331,-7.365370320000e+13
325,335,3.156587280000e+13
326,320,-1.140955200000e+13
326,322,6.519744000000e+12
326,326,2.281910400000e+13
326,328,-1.629936000000e+12
326,332,-1.140955200000e+13
326,334,-4.889808000000e+12
327,321,-1.055725650000e+05
327,327,2.111451300000e+05
327,333,-1.055725650000e+05
328,320,-4.889808000000e+12
328,322,2.716560000000e+12
328,326,-1.629936000000e+12
328,328,5.976432000000e+12
328,332,6.519744000000e+12
328,334,2.716560000000e+12
329,319,3.156587280000e+13
329,323,1.753659600000e+13
329,325,1.052195760000e+13
329,329,3.858051120000e+13
329,331,-4.208783040000e+13
329,335,1.753659600000e+13
330,324,-1.375500000000e+10
330,330,2.751000000000e+10
330,336,-1.375500000000e+10
331,325,-7.365370320000e+13
331,329,-4.208783040000e+13
331,331,1.473074064000e+14
331,335,1.052195760000e+13
331,337,-7.365370320000e+13
331,341,3.156587280000e+13
332,326,-1.140955200000e+13
332,328,6.519744000000e+12
332,332,2.281910400000e+13
332,334,-1.629936000000e+12
332,338,-1.140955200000e+13
332,340,-4.889808000000e+12
333,327,-1.055725650000e+05
333,333,2.111451300000e+05
333,339,-1.055725650000e+05
334,326,-4.889808000000e+12
334,328,2.716560000000e+12
334,332,-1.629936000000e+12
334,334,5.976432000000e+12
334,338,6.519744000000e+12
334,340,2.716560000000e+12
335,325,3.156587280000e+13
335,329,1.753659600000e+13
335,331,1.052195760000e+13
335,335,3.858051120000e+13
335,337,-4.208783040000e+13
335,341,1.753659600000e+13
336,330,-1.375500000000e+10
336,336,2.751000000000e+10
336,342,-1.375500000000e+10
337,331,-7.365370320000e+13
337,335,-4.208783040000e+13
337,337,1.473074064000e+14
337,341,1.052195760000e+13
337,343,-7.365370320000e+13
337,347,3.156587280000e+13
338,332,-1.140955200000e+13
338,334,6.519744000000e+12
338,338,2.281910400000e+13
338,340,-1.629936000000e+12
338,344,-1.140955200000e+13
338,346,-4.889808000000e+12
339,333,-1.055725650000e+05
339,339,2.111451300000e+05
339,345,-1.055725650000e+05
340,332,-4.889808000000e+12
340,334,2.716560000000e+12
340,338,-1.629936000000e+12
340,340,5.976432000000e+12
340,344,6.519744000000e+12
340,346,2.716560000000e+12
341,331,3.156587280000e+13
341,335,1.753659600000e+13
341,337,1.052195760000e+13
341,341,3.858051120000e+13
341,343,-4.208783040000e+13
341,347,1.753659600000e+13
342,336,-1.375500000000e+10
342,342,2.751000000000e+10
342,348,-1.375500000000e+10
343,337,-7.365370320000e+13
343,341,-4.208783040000e+13
343,343,1.473074064000e+14
343,347,1.052195760000e+13
343,349,-7.365370320000e+13
343,353,3.156587280000e+13
344,338,-1.140955200000e+13
344,340,6.519744000000e+12
344,344,2.281910400000e+13
344,346,-1.629936000000e+12
344,350,-1.140955200000e+13
344,352,-4.889808000000e+12
345,339,-1.055725650000e+05
345,345,2.111451300000e+05
345,351,-1.055725650000e+05
346,338,-4.889808000000e+12
346,340,2.716560000000e+12
346,344,-1.629936000000e+12
346,346,5.976432000000e+12
346,350,6.519744000000e+12
346,352,2.716560000000e+12
347,337,3.156587280000e+13
347,341,1.753659600000e+13
347,343,1.052195760000e+13
347,347,3.858051120000e+13
347,349,-4.208783040000e+13
347,353,1.753659600000e+13
348,342,-1.375500000000e+10
348,348,2.751000000000e+10
348,354,-1.375500000000e+10
349,343,-7.365370320000e+13
349,347,-4.208783040000e+13
349,349,1.473074064000e+14
349,353,1.052195760000e+13
349,355,-7.365370320000e+13
349,359,3.156587280000e+13
350,344,-1.140955200000e+13
350,346,6.519744000000e+12
350,350,2.281910400000e+13
350,352,-1.629936000000e+12
350,356,-1.140955200000e+13
350,358,-4.889808000000e+12
351,345,-1.055725650000e+05
351,351,2.111451300000e+05
351,357,-1.055725650000e+05
352,344,-4.889808000000e+12
352,346,2.716560000000e+12
352,350,-1.629936000000e+12
352,352,5.976432000000e+12
352,356,6.519744000000e+12
352,358,2.716560000000e+12
353,343,3.156587280000e+13
353,347,1.753659600000e+13
353,349,1.052195760000e+13
353,353,3.858051120000e+13
353,355,-4.208783040000e+13
353,359,1.753659600000e+13
354,348,-1.375500000000e+10
354,354,2.751000000000e+10
354,360,-1.375500000000e+10
355,349,-7.365370320000e+13
355,353,-4.208783040000e+13
355,355,1.473074064000e+14
355,359,1.052195760000e+13
355,361,-7.365370320000e+13
355,365,3.156587280000e+13
356,350,-1.140955200000e+13
356,352,6.519744000000e+12
356,356,2.281910400000e+13
356,358,-1.629936000000e+12
356,362,-1.140955200000e+13
356,364,-4.889808000000e+12
357,351,-1.055725650000e+05
357,357,2.111451300000e+05
357,363,-1.055725650000e+05
358,350,-4.889808000000e+12
358,352,2.716560000000e+12
358,356,-1.629936000000e+12
358,358,5.976432000000e+12
358,362,6.519744000000e+12
358,364,2.716560000000e+12
359,349,3.156587280000e+13
359,353,1.753659600000e+13
359,355,1.052195760000e+13
359,359,3.858051120000e+13
359,361,-4.208783040000e+13
359,365,1.753659600000e+13
360,354,-1.375500000000e+10
360,360,2.751000000000e+10
360,366,-1.375500000000e+10
361,355,-7.365370320000e+13
361,359,-4.208783040000e+13
361,361,1.473074064000e+14
361,365,1.052195760000e+13
361,367,-7.365370320000e+13
361,371,3.156587280000e+13
362,356,-1.140955200000e+13
362,358,6.519744000000e+12
362,362,2.281910400000e+13
362,364,-1.629936000000e+12
362,368,-1.140955200000e+13
362,370,-4.889808000000e+12
363,357,-1.055725650000e+05
363,363,2.111451300000e+05
363,369,-1.055725650000e+05
364,356,-4.889808000000e+12
364,358,2.716560000000e+12
364,362,-1.629936000000e+12
364,364,5.976432000000e+12
364,368,6.519744000000e+12
364,370,2.716560000000e+12
365,355,3.156587280000e+13
365,359,1.753659600000e+13
365,361,1.052195760000e+13
365,365,3.858051120000e+13
365,367,-4.208783040000e+13
365,371,1.753659600000e+13
366,360,-1.375500000000e+10
366,366,2.751000000000e+10
366,372,-1.375500000000e+10
367,361,-7.365370320000e+13
367,365,-4.208783040000e+13
367,367,1.473074064000e+14
367,371,1.052195760000e+13
367,373,-7.365370320000e+13
367,377,3.156587280000e+13
368,362,-1.140955200000e+13
368,364,6.519744000000e+12
368,368,2.281910400000e+13
368,370,-1.629936000000e+12
368,374,-1.140955200000e+13
368,376,-4.889808000000e+12
369,363,-1.055725650000e+05
369,369,2.111451300000e+05
369,375,-1.055725650000e+05
370,362,-4.889808000000e+12
370,364,2.716560000000e+12
370,368,-1.629936000000e+12
370,370,5.976432000000e+12
370,374,6.519744000000e+12
370,376,2.716560000000e+12
371,361,3.156587280000e+13
371,365,1.753659600000e+13
371,367,1.052195760000e+13
371,371,3.858051120000e+13
371,373,-4.208783040000e+13
371,377,1.753659600000e+13
372,366,-1.375500000000e+10
372,372,2.751000000000e+10
372,378,-1.375500000000e+10
373,367,-7.365370320000e+13
373,371,-4.208783040000e+13
373,373,1.473074064000e+14
373,377,1.052195760000e+13
373,379,-7.365370320000e+13
373,383,3.156587280000e+13
374,368,-1.140955200000e+13
374,370,6.519744000000e+12
374,374,2.281910400000e+13
374,376,-1.629936000000e+12
374,380,-1.140955200000e+13
374,382,-4.889808000000e+12
375,369,-1.055725650000e+05
375,375,2.111451300000e+05
375,381,-1.055725650000e+05
376,368,-4.889808000000e+12
376,370,2.716560000000e+12
376,374,-1.629936000000e+12
376,376,5.976432000000e+12
376,380,6.519744000000e+12
376,382,2.716560000000e+12
377,367,3.156587280000e+13
377,371,1.753659600000e+13
377,373,1.052195760000e+13
377,377,3.858051120000e+13
377,379,-4.208783040000e+13
377,383,1.753659600000e+13
378,372,-1.375500000000e+10
378,378,2.751000000000e+10
378,384,-1.375500000000e+10
379,373,-7.365370320000e+13
379,377,-4.208783040000e+13
379,379,1.473074064000e+14
379,383,1.052195760000e+13
379,385,-7.365370320000e+13
379,389,3.156587280000e+13
380,374,-1.140955200000e+13
380,376,6.519744000000e+12
380,380,2.281910400000e+13
380,382,-1.629936000000e+12
380,386,-1.140955200000e+13
380,388,-4.889808000000e+12
381,375,-1.055725650000e+05
381,381,2.111451300000e+05
381,387,-1.055725650000e+05
382,374,-4.889808000000e+12
382,376,2.716560000000e+12
382,380,-1.629936000000e+12
382,382,5.976432000000e+12
382,386,6.519744000000e+12
382,388,2.716560000000e+12
383,373,3.156587280000e+13
383,377,1.753659600000e+13
383,379,1.052195760000e+13
383,383,3.858051120000e+13
383,385,-4.208783040000e+13
383,389,1.753659600000e+13
384,378,-1.375500000000e+10
384,384,2.751000000000e+10
384,390,-1.375500000000e+10
385,379,-7.365370320000e+13
385,383,-4.208783040000e+13
385,385,1.473074064000e+14
385,389,1.052195760000e+13
385,391,-7.365370320000e+13
385,395,3.156587280000e+13
386,380,-1.140955200000e+13
386,382,6.519744000000e+12
386,386,2.281910400000e+13
386,388,-1.629936000000e+12
386,392,-1.140955200000e+13
386,394,-4.889808000000e+12
387,381,-1.055725650000e+05
387,387,2.111451300000e+05
387,393,-1.055725650000e+05
388,380,-4.889808000000e+12
