max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
1.014194e+04,0.000000e+00,4.458771e+02,2.142840e-03,0.000000e+00,1.313796e-04,1.281129e+04,0.000000e+00,2.142840e-03,0.000000e+00
