[x],[y],[z],[F_x],[F_y],[F_z],[M_x],[M_y],[M_z]
0.0,0.0,0.0,1.801831,10.688725,8.889841,0.04212,0.918834,1.075412
0.00392,0.0,0.0,1.950272,11.5693,9.622217,0.04559,0.994531,1.164008
0.01192,0.0,0.0,0.890078,13.893698,10.640845,0.035829,1.214442,1.472737
0.01992,0.0,0.0,0.595621,15.789135,11.459583,0.028045,1.405727,1.796453
0.02792,0.0,0.0,0.504721,17.648386,12.218049,0.022062,1.598473,2.150141
0.03592,0.0,0.0,0.475188,19.694464,12.979929,0.019312,1.803117,2.561315
0.04392,0.0,0.0,0.401082,21.988529,13.806684,0.01425,2.026184,3.04234
0.05192,0.0,0.0,0.357124,24.386327,14.640327,0.006577,2.267192,3.574491
0.05992,0.0,0.0,0.101708,26.947706,15.459041,0.003297,2.514871,4.171859
0.06792,0.0,0.0,0.041518,29.603459,16.301954,0.014847,2.781944,4.826882
0.07592,0.0,0.0,0.142797,32.370558,17.112776,0.026995,3.055591,5.54597
0.08392,0.0,0.0,0.255018,35.369605,17.942346,0.039666,3.343371,6.353133
0.09192,0.0,0.0,0.469369,38.416489,18.834189,0.053068,3.651083,7.218666
0.09992,0.0,0.0,0.571072,41.530574,19.615786,0.063386,3.955332,8.146803
0.10792,0.0,0.0,0.731265,44.788267,20.470968,0.075826,4.284426,9.15508
0.11592,0.0,0.0,0.840146,48.120122,21.276625,0.086929,4.618507,10.232055
0.12392,0.0,0.0,1.047578,51.621595,22.145489,0.099776,4.975586,11.40075
0.13192,0.0,0.0,1.22377,55.440351,22.99883,0.119969,5.344952,12.699592
0.13992,0.0,0.0,1.384263,59.003529,23.79392,0.123832,5.715249,13.999714
0.14792,0.0,0.0,1.551089,62.898442,24.615844,0.138277,6.104586,15.440294
0.15592,0.0,0.0,1.729054,66.748195,25.439656,0.148056,6.507212,16.929854
0.16392,0.0,0.0,1.887035,70.694269,26.241498,0.155595,6.918184,18.506737
0.17192,0.0,0.0,2.089986,74.488406,26.95583,0.160494,7.318123,20.105574
0.17992,0.0,0.0,2.273942,78.544391,27.701908,0.165954,7.739049,21.839678
0.18792,0.0,0.0,2.433138,82.739938,28.489752,0.169176,8.183634,23.678366
0.19592,0.0,0.0,2.568308,86.937673,29.309941,0.178802,8.650111,25.585741
0.20392,0.0,0.0,2.646897,91.244203,30.11629,0.184722,9.128904,27.593175
0.21192,0.0,0.0,2.68901,95.677108,30.843971,0.185096,9.597745,29.709049
0.21992,0.0,0.0,2.707852,100.156967,31.59913,0.193402,10.08584,31.91151
0.22792,0.0,0.0,2.743357,104.540526,32.200873,0.19351,10.536377,34.153425
0.23592,0.0,0.0,2.78492,109.098073,32.938989,0.193479,11.041956,36.52313
0.24392,0.0,0.0,2.788879,113.670909,33.621755,0.19635,11.540725,38.972042
0.25192,0.0,0.0,2.820706,118.48923,34.286474,0.200383,12.044283,41.580618
0.25992,0.0,0.0,2.849083,123.287428,34.838325,0.195107,12.517846,44.258109
0.26792,0.0,0.0,2.848506,128.314891,35.613208,0.198922,13.081316,47.096707
0.27592,0.0,0.0,2.88011,133.420949,36.313546,0.202704,13.629886,50.045521
0.28392,0.0,0.0,2.932776,138.782791,37.50484,0.217706,14.37709,53.174491
0.29192,0.0,0.0,2.899498,144.203264,38.078986,0.232937,14.902937,56.412087
0.29992,0.0,0.0,2.923334,149.747258,38.666707,0.230965,15.443271,59.784956
0.30792,0.0,0.0,2.944027,155.292295,39.438824,0.243408,16.067264,63.247052
0.31592,0.0,0.0,2.922725,160.959632,40.063205,0.24298,16.643349,66.849325
0.32392,0.0,0.0,2.935279,166.506454,40.665274,0.247573,17.220052,70.491613
0.33192,0.0,0.0,2.950242,172.250082,41.241669,0.250037,17.794985,74.307246
0.33992,0.0,0.0,2.916905,177.835476,41.676946,0.244592,18.317122,78.144952
0.34792,0.0,0.0,2.932369,183.746281,42.286702,0.248082,18.923638,82.217213
0.35592,0.0,0.0,2.945355,189.62647,42.965787,0.254625,19.571682,86.370122
0.36392,0.0,0.0,2.925346,195.841523,43.554419,0.253276,20.189475,90.772813
0.37192,0.0,0.0,2.927486,201.73251,44.00652,0.254644,20.751742,95.122027
0.37992,0.0,0.0,2.942572,208.120654,44.625287,0.262209,21.40118,99.803707
0.38792,0.0,0.0,2.929289,214.753348,45.3579,0.267148,22.115981,104.708195
0.39592,0.0,0.0,2.939234,221.311702,45.850367,0.265781,22.723859,109.680743
0.40392,0.0,0.0,2.950336,227.545315,46.404196,0.26963,23.369888,114.594073
0.41192,0.0,0.0,2.935523,234.253546,46.946679,0.270196,24.018931,119.850209
0.41992,0.0,0.0,2.948404,240.766927,47.542471,0.272692,24.704624,125.113104
0.42792,0.0,0.0,2.966059,247.222185,48.040937,0.273113,25.348807,130.449936
0.43592,0.0,0.0,2.944952,253.583142,48.455486,0.273777,25.955821,135.838645
0.44392,0.0,0.0,2.954953,260.410139,48.92989,0.271346,26.601526,141.581817
0.45192,0.0,0.0,2.964747,266.862678,49.428449,0.276425,27.26825,147.227992
0.45992,0.0,0.0,2.909345,273.584295,49.864656,0.275597,27.909291,153.128845
0.46792,0.0,0.0,2.917782,279.621589,49.823577,0.276948,28.285745,158.748271
0.47592,0.0,0.0,2.955562,285.536242,50.030441,0.278593,28.804027,164.393218
0.48392,0.0,0.0,2.969924,291.642833,50.446426,0.290402,29.447175,170.244728
0.49192,0.0,0.0,2.965989,298.357035,50.832914,0.292591,30.079567,176.55345
0.49992,0.0,0.0,2.959885,304.640002,51.165522,0.296533,30.686078,182.711622
0.50792,0.0,0.0,2.93566,311.450457,51.542202,0.297398,31.324973,189.291099
0.51592,0.0,0.0,2.928375,318.130292,51.847712,0.299587,31.925948,195.899315
0.52392,0.0,0.0,2.932778,324.6567,52.050586,0.298473,32.467497,202.517499
0.53192,0.0,0.0,2.946853,331.520161,52.346889,0.298326,33.071258,209.453072
0.53992,0.0,0.0,2.987128,338.581094,53.196513,0.285094,34.033498,216.627276
0.54792,0.0,0.0,2.948461,345.779437,52.983588,0.28594,34.321735,224.002801
0.55592,0.0,0.0,2.965261,352.203552,53.151393,0.283007,34.855853,230.984645
0.56392,0.0,0.0,2.97031,358.507843,53.238027,0.28171,35.338623,237.989697
0.57192,0.0,0.0,2.978095,364.554829,53.240759,0.280046,35.766741,244.923406
0.57992,0.0,0.0,2.980418,370.174695,53.18821,0.276539,36.156648,251.661249
0.58792,0.0,0.0,2.984412,375.720392,52.961081,0.274373,36.426395,258.43999
0.59592,0.0,0.0,2.991026,380.341228,52.647825,0.270778,36.632084,264.662463
0.60392,0.0,0.0,3.000275,384.707387,52.182762,0.267939,36.726007,270.778805
0.61192,0.0,0.0,3.010307,388.017418,51.552343,0.266275,36.69472,276.214476
0.61992,0.0,0.0,3.02666,390.411411,50.710816,0.263569,36.501444,281.042354
0.62792,0.0,0.0,3.048681,391.779495,49.608106,0.257365,36.104554,285.161958
0.63592,0.0,0.0,3.09132,391.67135,48.248926,0.246117,35.501373,288.217082
0.64392,0.0,0.0,3.140694,389.579874,46.508565,0.236415,34.592779,289.794745
0.65192,0.0,0.0,3.212237,384.929405,44.269542,0.221842,33.281279,289.41399
0.65992,0.0,0.0,3.342142,376.581156,41.399612,0.204881,31.454566,286.149109
0.66792,0.0,0.0,3.266397,363.206867,37.640722,0.1811,28.900187,278.891021
0.67592,0.0,0.0,3.117421,343.011266,32.604539,0.141566,25.296353,266.129504
0.68392,0.0,0.0,2.950647,312.577866,25.364923,0.056287,19.886364,245.019065
0.69984,0.0,0.0,19.727603,135.495298,16.891102,1.226774,13.430984,108.364411
