[x],[y],[z],[F_x],[F_y],[F_z],[M_x],[M_y],[M_z]
0.0,0.0,0.0,1.451069,10.143482,7.795595,0.070968,0.799193,1.024051
0.00392,0.0,0.0,1.570613,10.979138,8.437824,0.076815,0.865034,1.108416
0.01192,0.0,0.0,0.542959,13.081276,9.082693,0.077608,1.036609,1.38806
0.01992,0.0,0.0,0.277967,14.929499,9.773792,0.077465,1.201803,1.698737
0.02792,0.0,0.0,0.185474,16.781243,10.420145,0.080321,1.368154,2.043208
0.03592,0.0,0.0,0.144812,18.837631,11.068124,0.087914,1.54378,2.447721
0.04392,0.0,0.0,0.079866,21.143933,11.805138,0.091709,1.740212,2.92238
0.05192,0.0,0.0,0.028465,23.576062,12.512245,0.094252,1.947241,3.451808
0.05992,0.0,0.0,0.195339,26.185007,13.212926,0.094283,2.162146,4.048374
0.06792,0.0,0.0,0.334258,28.886661,13.874158,0.094332,2.383208,4.703758
0.07592,0.0,0.0,0.42626,31.754782,14.578487,0.090813,2.620734,5.433527
0.08392,0.0,0.0,0.52285,34.879188,15.354578,0.086093,2.880271,6.257406
0.09192,0.0,0.0,0.703132,38.086842,16.092944,0.081924,3.141018,7.148224
0.09992,0.0,0.0,0.791784,41.351083,16.750989,0.080375,3.400295,8.102757
0.10792,0.0,0.0,0.933843,44.716361,17.40386,0.080761,3.666732,9.13109
0.11592,0.0,0.0,1.030498,48.2766,18.116154,0.077905,3.957632,10.255639
0.12392,0.0,0.0,1.206748,51.968371,18.820239,0.073891,4.254804,11.467328
0.13192,0.0,0.0,1.358396,56.070103,19.550311,0.060141,4.570926,12.833427
0.13992,0.0,0.0,1.509742,59.883474,20.27835,0.064873,4.898435,14.197896
0.14792,0.0,0.0,1.659978,64.157869,21.033363,0.053655,5.244252,15.739013
0.15592,0.0,0.0,1.827942,68.266303,21.661359,0.057559,5.569797,17.30444
0.16392,0.0,0.0,1.971144,72.584234,22.378447,0.053366,5.928762,18.990813
0.17192,0.0,0.0,2.163753,76.700429,22.937314,0.059478,6.25722,20.692464
0.17992,0.0,0.0,2.341571,81.262153,23.634475,0.05861,6.632311,22.584161
0.18792,0.0,0.0,2.489715,85.844661,24.360915,0.056449,7.026687,24.556638
0.19592,0.0,0.0,2.613296,90.363368,24.942735,0.057573,7.390458,26.584189
0.20392,0.0,0.0,2.699442,95.273147,25.630402,0.060108,7.798163,28.801322
0.21192,0.0,0.0,2.74529,100.136236,26.318681,0.05819,8.217497,31.084675
0.21992,0.0,0.0,2.77339,105.117954,26.857749,0.065268,8.600033,33.482359
0.22792,0.0,0.0,2.830564,110.35684,27.606904,0.062544,9.059814,36.044223
0.23592,0.0,0.0,2.861443,115.210218,28.059113,0.068607,9.432803,38.561155
0.24392,0.0,0.0,2.879209,120.514527,28.612138,0.077659,9.846735,41.30969
0.25192,0.0,0.0,2.928071,126.045314,29.306315,0.077445,10.319867,44.223786
0.25992,0.0,0.0,2.954437,131.394678,29.764351,0.080936,10.719074,47.16073
0.26792,0.0,0.0,2.961227,137.207924,30.357168,0.084389,11.174399,50.353288
0.27592,0.0,0.0,3.003912,143.105556,31.070498,0.082697,11.685224,53.671592
0.28392,0.0,0.0,3.03857,149.118448,31.783207,0.074595,12.207107,57.127978
0.29192,0.0,0.0,3.021477,155.304499,32.277731,0.069608,12.654552,60.74724
0.29992,0.0,0.0,3.057384,161.70139,33.012747,0.064011,13.20617,64.550853
0.30792,0.0,0.0,3.092967,168.186296,33.680559,0.062428,13.743028,68.493019
0.31592,0.0,0.0,3.071191,174.434847,34.111464,0.066534,14.19143,72.440028
0.32392,0.0,0.0,3.099829,181.078163,34.699721,0.0677,14.713047,76.653924
0.33192,0.0,0.0,3.123149,187.721001,35.407283,0.059541,15.296169,80.975304
0.33992,0.0,0.0,3.102407,194.354526,35.658391,0.075257,15.690744,85.398504
0.34792,0.0,0.0,3.119518,201.250599,36.221829,0.068512,16.227145,90.043565
0.35592,0.0,0.0,3.151337,208.523349,36.911414,0.070821,16.831759,94.972706
0.36392,0.0,0.0,3.124248,215.280865,37.1988,0.075603,17.260864,99.779319
0.37192,0.0,0.0,3.137821,222.302318,37.682073,0.073255,17.785701,104.816646
0.37992,0.0,0.0,3.165329,230.045479,38.237984,0.074058,18.354014,110.312981
0.38792,0.0,0.0,3.156257,237.691698,38.922405,0.065302,18.993518,115.888043
0.39592,0.0,0.0,3.170862,245.386507,39.311131,0.069157,19.498408,121.607753
0.40392,0.0,0.0,3.192972,253.023609,39.754939,0.072896,20.036021,127.421287
0.41192,0.0,0.0,3.177665,260.780236,40.250396,0.066417,20.607222,133.417417
0.41992,0.0,0.0,3.210368,268.9208,40.875475,0.070562,21.25413,139.739933
0.42792,0.0,0.0,3.22777,276.452456,41.18109,0.074597,21.743235,145.869223
