[x],[y],[z],[F_x],[F_y],[F_z],[M_x],[M_y],[M_z]
0.43592,0.0,0.0,3.220675,284.508661,41.57923,0.080045,22.285857,152.401494
0.44392,0.0,0.0,3.227356,292.408516,42.012188,0.076127,22.853216,158.974631
0.45192,0.0,0.0,3.255325,300.701243,42.492647,0.0813,23.454558,165.894018
0.45992,0.0,0.0,3.214158,308.836345,42.921605,0.078576,24.035492,172.856121
0.46792,0.0,0.0,3.225532,316.512807,42.899188,0.078947,24.366522,179.690021
0.47592,0.0,0.0,3.271264,324.438612,43.176021,0.080525,24.869319,186.787047
0.48392,0.0,0.0,3.291376,332.308358,43.579718,0.067713,25.449704,193.980719
0.49192,0.0,0.0,3.297305,340.931513,43.916001,0.073811,25.997363,201.744115
0.49992,0.0,0.0,3.297021,348.935028,44.231644,0.069612,26.537796,209.276057
0.50792,0.0,0.0,3.279043,357.577465,44.500767,0.076885,27.05549,217.322938
0.51592,0.0,0.0,3.272968,365.677112,44.812699,0.069983,27.603469,225.17492
0.52392,0.0,0.0,3.295573,374.456121,45.014034,0.079518,28.087969,233.578992
0.53192,0.0,0.0,3.312664,382.700629,45.190661,0.079006,28.559541,241.786768
0.53992,0.0,0.0,3.358713,391.511898,45.791595,0.100237,29.305332,250.490137
0.54792,0.0,0.0,3.326726,399.957224,45.601699,0.091131,29.548789,259.097379
0.55592,0.0,0.0,3.357904,408.50679,45.816627,0.095594,30.054852,267.907767
0.56392,0.0,0.0,3.36462,415.850543,45.817884,0.094994,30.421547,276.053493
0.57192,0.0,0.0,3.380889,423.728282,45.767021,0.097616,30.754636,284.67677
0.57992,0.0,0.0,3.396811,431.095534,45.714223,0.104272,31.083953,293.076221
0.58792,0.0,0.0,3.407661,437.854104,45.481718,0.103135,31.290401,301.177465
0.59592,0.0,0.0,3.424847,443.999963,45.12531,0.106359,31.405677,308.956972
0.60392,0.0,0.0,3.448446,449.621142,44.750424,0.105877,31.502835,316.467574
0.61192,0.0,0.0,3.466252,453.872248,44.03569,0.10334,31.351906,323.092479
0.61992,0.0,0.0,3.499309,457.4425,43.299189,0.105281,31.173804,329.293385
0.62792,0.0,0.0,3.538958,459.502852,42.278904,0.108053,30.777334,334.452998
0.63592,0.0,0.0,3.596689,459.76953,40.962358,0.11328,30.146841,338.325807
0.64392,0.0,0.0,3.669035,457.386804,39.320101,0.113586,29.252871,340.231878
0.65192,0.0,0.0,3.765909,451.991792,37.214323,0.119371,27.983988,339.83352
0.65992,0.0,0.0,3.931026,442.033694,34.521633,0.121467,26.235351,335.881604
0.66792,0.0,0.0,3.863291,425.885561,31.006721,0.126988,23.812778,327.016844
0.67592,0.0,0.0,3.700872,401.096911,26.325945,0.140648,20.430728,311.193765
0.68392,0.0,0.0,3.495702,363.32604,19.594489,0.189948,15.367695,284.796853
0.69984,0.0,0.0,21.57035,164.085987,18.122702,1.564443,14.415054,131.227957
