# Load Type: PARABOLIC
# Load Formula: q(x) = w * (x/L)^2
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.020000     0.000000     0.000000     0.000000  -0.050000     0.000000     0.000000     0.000000     0.000000
    0.040000     0.000000     0.000000     0.000000  -0.200000     0.000000     0.000000     0.000000     0.000000
    0.060000     0.000000     0.000000     0.000000  -0.450000     0.000000     0.000000     0.000000     0.000000
    0.080000     0.000000     0.000000     0.000000  -0.800000     0.000000     0.000000     0.000000     0.000000
    0.100000     0.000000     0.000000     0.000000  -1.250000     0.000000     0.000000     0.000000     0.000000
    0.120000     0.000000     0.000000     0.000000  -1.800000     0.000000     0.000000     0.000000     0.000000
    0.140000     0.000000     0.000000     0.000000  -2.450000     0.000000     0.000000     0.000000     0.000000
    0.160000     0.000000     0.000000     0.000000  -3.200000     0.000000     0.000000     0.000000     0.000000
    0.180000     0.000000     0.000000     0.000000  -4.050000     0.000000     0.000000     0.000000     0.000000
    0.200000     0.000000     0.000000     0.000000  -5.000000     0.000000     0.000000     0.000000     0.000000
    0.220000     0.000000     0.000000     0.000000  -6.050000     0.000000     0.000000     0.000000     0.000000
    0.240000     0.000000     0.000000     0.000000  -7.200000     0.000000     0.000000     0.000000     0.000000
    0.260000     0.000000     0.000000     0.000000  -8.450000     0.000000     0.000000     0.000000     0.000000
    0.280000     0.000000     0.000000     0.000000  -9.800000     0.000000     0.000000     0.000000     0.000000
    0.300000     0.000000     0.000000     0.000000  -11.250000     0.000000     0.000000     0.000000     0.000000
    0.320000     0.000000     0.000000     0.000000  -12.800000     0.000000     0.000000     0.000000     0.000000
    0.340000     0.000000     0.000000     0.000000  -14.450000     0.000000     0.000000     0.000000     0.000000
    0.360000     0.000000     0.000000     0.000000  -16.200000     0.000000     0.000000     0.000000     0.000000
    0.380000     0.000000     0.000000     0.000000  -18.050000     0.000000     0.000000     0.000000     0.000000
    0.400000     0.000000     0.000000     0.000000  -20.000000     0.000000     0.000000     0.000000     0.000000
