element_id,total_strain_energy
0,4.425716621179e-03
1,4.288111756553e-03
2,4.152691096128e-03
3,4.019454639904e-03
4,3.888402387880e-03
5,3.759534340056e-03
6,3.632850496432e-03
7,3.508350857009e-03
8,3.386035421787e-03
9,3.265904190764e-03
10,3.147957163943e-03
11,3.032194341321e-03
12,2.918615722900e-03
13,2.807221308680e-03
14,2.698011098659e-03
15,2.590985092839e-03
16,2.486143291220e-03
17,2.383485693801e-03
18,2.283012300582e-03
19,2.184723111564e-03
20,2.088618126746e-03
21,1.994697346128e-03
22,1.902960769711e-03
23,1.813408397495e-03
24,1.726040229478e-03
25,1.640856265662e-03
26,1.557856506047e-03
27,1.477040950632e-03
28,1.398409599417e-03
29,1.321962452403e-03
30,1.247699509589e-03
31,1.175620770975e-03
32,1.105726236562e-03
33,1.038015906349e-03
34,9.724897803367e-04
35,9.091478585247e-04
36,8.479901409131e-04
37,7.890166275019e-04
38,7.322273182910e-04
39,6.776222132806e-04
40,6.252013124705e-04
41,5.749646158609e-04
42,5.269121234516e-04
43,4.810438352427e-04
44,4.373597512343e-04
45,3.958598714262e-04
46,3.565441958185e-04
47,3.194127244112e-04
48,2.844654572043e-04
49,2.517023941978e-04
50,2.211235353918e-04
51,1.927288807861e-04
52,1.665184303807e-04
53,1.424921841758e-04
54,1.206501421713e-04
55,1.009923043671e-04
56,8.351867076337e-05
57,6.822924136001e-05
58,5.512401615700e-05
59,4.420299515443e-05
60,3.546617835223e-05
61,2.891356575042e-05
62,2.454515734905e-05
63,2.236095314798e-05
64,8.784598502746e-26
65,8.376636280027e-26
66,7.909492699499e-26
67,7.404315204431e-26
68,6.874289221361e-26
69,6.438696786176e-26
70,6.103636868135e-26
71,5.641245009403e-26
72,5.270579534866e-26
73,4.949467034920e-26
74,4.565114556756e-26
75,4.209881652696e-26
76,3.884820978790e-26
77,3.579165126364e-26
78,3.180710726848e-26
79,2.847832227149e-26
80,2.574587287186e-26
81,2.319985982088e-26
82,2.124300655293e-26
83,1.892733508415e-26
84,1.735732603151e-26
85,1.594621753154e-26
86,1.493824216915e-26
87,1.320463482947e-26
88,1.185623966409e-26
89,1.024008877289e-26
90,8.751643674327e-27
91,8.058026786199e-27
92,7.056178147009e-27
93,6.210980245661e-27
94,5.027925232273e-27
95,4.717249941269e-27
96,3.881447579656e-27
97,3.517750348343e-27
98,3.284097999021e-27
99,3.247800606924e-27
100,1.980347597099e-27
101,1.892432111554e-27
102,1.328580349684e-27
103,1.010572309423e-27
104,1.269884191728e-27
105,8.628946951818e-28
106,5.131936269874e-28
107,5.251224780575e-28
108,4.015811859912e-28
109,2.280372458007e-28
110,4.658129968775e-28
111,1.051894373602e-28
112,9.133671543557e-29
113,9.018232194185e-29
114,9.018232194185e-29
115,2.550662275961e-29
116,1.055445479969e-29
117,4.661977000673e-29
118,5.700931145018e-29
119,6.558480597493e-29
120,5.600589676193e-28
121,5.700931145018e-29
122,2.573072122199e-29
123,1.335798185586e-29
124,1.996299140113e-29
125,1.864368455117e-29
126,7.827049244367e-29
127,1.478301695594e-29
