sigma1,sigma2,sigma3
5.382198238307e+03,-1.250000000000e+02,-5.382198238307e+03
5.000000000000e+02,-1.250000000000e+02,-5.000000000000e+02
4.382198238307e+03,-1.250000000000e+02,-4.382198238307e+03
