2026-02-26 16:18:39,210 [DEBUG] 📁 Log file created at: c:\Users\s1834431\Programs\fem_model\post_processing\results\job_0007_n32_2026-02-26_16-18-35-472828_pid18316_53a88bc9\logs\CondenseModifiedSystem.log (Module: condensation, Line: 68)
2026-02-26 16:18:39,210 [DEBUG] Adaptive tolerance: 1.00e+24 (Module: condensation, Line: 122)
2026-02-26 16:18:39,210 [DEBUG] System Validation Summary:
  - Fixed DOFs Valid: 6/198
  - Matrix Shape: (198, 198)
  - Adaptive Tolerance: 1.00e+24 (Module: condensation, Line: 78)
2026-02-26 16:18:39,210 [DEBUG] Active DOFs: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15...] (Module: condensation, Line: 159)
2026-02-26 16:18:39,211 [DEBUG] Intermediate system created | Shape: (192, 192) (Module: condensation, Line: 165)
2026-02-26 16:18:39,211 [DEBUG] 🔧 Building condensed system from intermediate matrix (Module: condensation, Line: 185)
2026-02-26 16:18:39,212 [DEBUG] 📐 Condensed system built: K_cond shape = (192, 192), F_cond length = 192 (Module: condensation, Line: 199)
2026-02-26 16:18:39,212 [DEBUG] Bi-directional mapping validated (Module: condensation, Line: 236)
2026-02-26 16:18:39,218 [DEBUG] 
 182  178  4.42e+07
 166  170  4.42e+07
 170  178 -4.42e+07
   7    7  2.83e+09
  19   17 -4.42e+07
   3    3  6.76e+04
  74   74  2.83e+09
  68   68  2.83e+09
  86   88  0.00e+00
 102  102  8.80e+09
  88   80 -4.42e+07
  25   35  4.42e+07
 177  177  6.76e+04
  70   74  4.42e+07
   8    2 -1.41e+09
  13   13  2.83e+09
  93   93  6.76e+04
  65   61  0.00e+00
 182  190 -4.42e+07
 171  165 -3.38e+04
  41   37  0.00e+00
 172  170  0.00e+00
  18   18  8.80e+09
 166  164  0.00e+00
  83   85 -4.42e+07
 118  116  0.00e+00
 169  175 -1.41e+09
 167  157  4.42e+07
  91  101  4.42e+07
  43   41 -4.42e+07
  44   44  2.83e+09
 180  174 -4.40e+09
 136  142  2.95e+05
  64   64  4.94e+06
 182  184  0.00e+00
 113  119 -5.63e+06
  79   89  4.42e+07
  47   47  1.68e+07
 163  157 -1.41e+09
  87   81 -3.38e+04
 138  132 -4.40e+09
 167  173 -5.63e+06
 188  190  4.42e+07
  14    8 -1.41e+09
  98   98  2.83e+09
  64   68  4.42e+07
 135  135  6.76e+04
 178  172  2.95e+05
 160  158  0.00e+00
   2    4  0.00e+00
  33   27 -3.38e+04
  88   82  2.95e+05
 154  158  4.42e+07
 105  105  6.76e+04
 148  148  4.94e+06
 108  102 -4.40e+09
 110  110  2.83e+09
 154  152  0.00e+00
 180  180  8.80e+09
  74   68 -1.41e+09
 182  182  2.83e+09
 111  105 -3.38e+04
  91   97 -1.41e+09
 173  179 -5.63e+06
  95   97 -4.42e+07
  47   49 -4.42e+07
  63   57 -3.38e+04
 139  137 -4.42e+07
  44   46  0.00e+00
  17   23 -5.63e+06
  31   41  4.42e+07
  65   67 -4.42e+07
 191  187 -4.42e+07
  61   65  0.00e+00
  85   91 -1.41e+09
  63   69 -3.38e+04
  28   34  2.95e+05
 104  112 -4.42e+07
 115  125  4.42e+07
  78   72 -4.40e+09
 103  107  0.00e+00
 134  136  0.00e+00
 175  175  2.83e+09
 133  127 -1.41e+09
 112  112  4.94e+06
  83   89 -5.63e+06
  66   66  8.80e+09
  36   42 -4.40e+09
 158  158  2.83e+09
 166  160  2.95e+05
  74   76  0.00e+00
 171  171  6.76e+04
  20   16  4.42e+07
 178  176  0.00e+00
  38   38  2.83e+09
  56   64 -4.42e+07
 170  164 -1.41e+09
  16   10  2.95e+05
  60   60  8.80e+09
  28   28  4.94e+06
  62   58  4.42e+07
  75   69 -3.38e+04
  31   29 -4.42e+07
  29   23 -5.63e+06
  35   25  4.42e+07
   7   17  4.42e+07
 107  103  0.00e+00
  40   46  2.95e+05
 125  127 -4.42e+07
 121  127 -1.41e+09
  35   41 -5.63e+06
  86   82  4.42e+07
  30   24 -4.40e+09
  37   31 -1.41e+09
   2    2  2.83e+09
 122  122  2.83e+09
 160  166  2.95e+05
  16   22  2.95e+05
 133  139 -1.41e+09
 148  146  0.00e+00
 111  117 -3.38e+04
  31   31  2.83e+09
 151  149 -4.42e+07
  49   47 -4.42e+07
  46   44  0.00e+00
 112  106  2.95e+05
  88   86  0.00e+00
  28   32  4.42e+07
 103  109 -1.41e+09
  76   76  4.94e+06
  39   33 -3.38e+04
  10   10  4.94e+06
 165  171 -3.38e+04
  23   25 -4.42e+07
  95   85  4.42e+07
  13   17  0.00e+00
  72   72  8.80e+09
  78   78  8.80e+09
 107  107  1.68e+07
   7    5 -4.42e+07
  84   84  8.80e+09
 181  187 -1.41e+09
  98  100  0.00e+00
  70   62 -4.42e+07
  12   12  8.80e+09
  99   93 -3.38e+04
 174  180 -4.40e+09
 121  115 -1.41e+09
  55   53 -4.42e+07
 158  154  4.42e+07
 134  130  4.42e+07
  92   98 -1.41e+09
 143  139  0.00e+00
   5    7 -4.42e+07
 139  149  4.42e+07
 108  114 -4.40e+09
 152  148  4.42e+07
  19   13 -1.41e+09
  14   14  2.83e+09
  56   58  0.00e+00
  59   53 -5.63e+06
  74   70  4.42e+07
  73   71 -4.42e+07
  92   86 -1.41e+09
  58   50 -4.42e+07
   4    2  0.00e+00
  38   40  0.00e+00
  76   68 -4.42e+07
  86   94 -4.42e+07
 117  117  6.76e+04
  46   52  2.95e+05
 109  113  0.00e+00
 133  133  2.83e+09
  88   94  2.95e+05
 145  149  0.00e+00
 119  125 -5.63e+06
 116  112  4.42e+07
  37   41  0.00e+00
 128  122 -1.41e+09
 185  179 -5.63e+06
 123  123  6.76e+04
  34   40  2.95e+05
  52   44 -4.42e+07
 121  119 -4.42e+07
 168  162 -4.40e+09
  77   71 -5.63e+06
  17    7  4.42e+07
  25   19 -1.41e+09
 109  103 -1.41e+09
 112  104 -4.42e+07
  80   76  4.42e+07
  23   13  4.42e+07
  25   23 -4.42e+07
  83   77 -5.63e+06
  20   22  0.00e+00
 107  109 -4.42e+07
  20   14 -1.41e+09
  69   69  6.76e+04
 188  188  1.41e+09
 175  169 -1.41e+09
 176  184 -4.42e+07
 115  121 -1.41e+09
 113  113  1.68e+07
 116  118  0.00e+00
  20   28 -4.42e+07
   3    9 -3.38e+04
  81   81  6.76e+04
  97  107  4.42e+07
  10   16  2.95e+05
  10   14  4.42e+07
  68   62 -1.41e+09
  35   35  1.68e+07
 175  179  0.00e+00
 172  178  2.95e+05
 191  185 -5.63e+06
 172  166  2.95e+05
  22   20  0.00e+00
  37   47  4.42e+07
  85   89  0.00e+00
 145  151 -1.41e+09
 167  167  1.68e+07
 125  125  1.68e+07
  37   43 -1.41e+09
 110  116 -1.41e+09
 128  136 -4.42e+07
 151  151  2.83e+09
 169  179  4.42e+07
  79   73 -1.41e+09
  53   53  1.68e+07
 167  163  0.00e+00
  69   63 -3.38e+04
 117  111 -3.38e+04
   4   10  2.95e+05
   1    5  0.00e+00
 175  181 -1.41e+09
  53   49  0.00e+00
 143  133  4.42e+07
 144  144  8.80e+09
 146  142  4.42e+07
  93   99 -3.38e+04
  80   86 -1.41e+09
  46   50  4.42e+07
  38   32 -1.41e+09
 179  179  1.68e+07
 136  130  2.95e+05
  67   65 -4.42e+07
 113  103  4.42e+07
   2   10 -4.42e+07
  52   46  2.95e+05
   6   12 -4.40e+09
  73   77  0.00e+00
  46   46  4.94e+06
 127  127  2.83e+09
 163  173  4.42e+07
 187  185 -4.42e+07
 112  116  4.42e+07
  70   68  0.00e+00
  88   88  4.94e+06
 181  181  2.83e+09
 110  112  0.00e+00
  43   37 -1.41e+09
 120  120  8.80e+09
  91   91  2.83e+09
  49   55 -1.41e+09
  20   26 -1.41e+09
 106  110  4.42e+07
 113  115 -4.42e+07
 118  124  2.95e+05
 159  159  6.76e+04
  59   49  4.42e+07
  38   46 -4.42e+07
 152  160 -4.42e+07
  89   79  4.42e+07
 132  126 -4.40e+09
  32   38 -1.41e+09
  17   11 -5.63e+06
  92   88  4.42e+07
 181  175 -1.41e+09
 163  167  0.00e+00
  57   63 -3.38e+04
  16    8 -4.42e+07
  91   95  0.00e+00
 119  121 -4.42e+07
  99   99  6.76e+04
  40   32 -4.42e+07
  56   56  2.83e+09
 140  148 -4.42e+07
 125  119 -5.63e+06
  49   53  0.00e+00
  99  105 -3.38e+04
  19   29  4.42e+07
 161  161  1.68e+07
  25   31 -1.41e+09
  27   21 -3.38e+04
 158  166 -4.42e+07
  59   65 -5.63e+06
  49   59  4.42e+07
   0    0  8.80e+09
 189  183 -3.38e+04
 118  110 -4.42e+07
 179  169  4.42e+07
 102   96 -4.40e+09
  81   75 -3.38e+04
 151  155  0.00e+00
  27   27  6.76e+04
  25   29  0.00e+00
  97   91 -1.41e+09
 131  137 -5.63e+06
  13   19 -1.41e+09
 155  155  1.68e+07
 173  167 -5.63e+06
  76   70  2.95e+05
  55   65  4.42e+07
  11    7  0.00e+00
  71   77 -5.63e+06
  41   35 -5.63e+06
 191  191  8.40e+06
 158  164 -1.41e+09
 157  151 -1.41e+09
  55   49 -1.41e+09
  91   85 -1.41e+09
 128  134 -1.41e+09
  62   70 -4.42e+07
  70   70  4.94e+06
 183  189 -3.38e+04
  32   26 -1.41e+09
  26   34 -4.42e+07
 160  152 -4.42e+07
  12    6 -4.40e+09
  73   67 -1.41e+09
 176  170 -1.41e+09
  30   36 -4.40e+09
  96   90 -4.40e+09
  82   76  2.95e+05
 128  124  4.42e+07
  66   60 -4.40e+09
   5   11 -5.63e+06
 154  148  2.95e+05
 173  163  4.42e+07
 154  146 -4.42e+07
  83   83  1.68e+07
 109  115 -1.41e+09
 118  118  4.94e+06
  10    2 -4.42e+07
  37   37  2.83e+09
  51   45 -3.38e+04
 157  167  4.42e+07
 127  131  0.00e+00
 143  143  1.68e+07
 184  190  2.95e+05
  32   40 -4.42e+07
  59   59  1.68e+07
 187  181 -1.41e+09
   5    5  1.68e+07
  27   33 -3.38e+04
  66   72 -4.40e+09
  53   47 -5.63e+06
 125  121  0.00e+00
 183  177 -3.38e+04
  40   38  0.00e+00
  25   25  2.83e+09
 152  158 -1.41e+09
  38   34  4.42e+07
  62   62  2.83e+09
 144  150 -4.40e+09
 136  128 -4.42e+07
 137  143 -5.63e+06
 159  153 -3.38e+04
 126  120 -4.40e+09
 105  111 -3.38e+04
 187  187  1.41e+09
  11    5 -5.63e+06
 172  176  4.42e+07
  33   39 -3.38e+04
 141  147 -3.38e+04
  36   36  8.80e+09
   5    1  0.00e+00
 104  104  2.83e+09
  11   13 -4.42e+07
 184  184  4.94e+06
 160  154  2.95e+05
 105   99 -3.38e+04
 130  136  2.95e+05
  98   94  4.42e+07
  58   64  2.95e+05
 124  130  2.95e+05
  47   41 -5.63e+06
   7   11  0.00e+00
 149  139  4.42e+07
  89   89  1.68e+07
 180  186 -4.40e+09
  74   82 -4.42e+07
  47   53 -5.63e+06
   9   15 -3.38e+04
 183  183  6.76e+04
  77   67  4.42e+07
  95  101 -5.63e+06
 184  176 -4.42e+07
 161  163 -4.42e+07
 152  154  0.00e+00
  41   31  4.42e+07
 162  162  8.80e+09
 164  164  2.83e+09
 103   97 -1.41e+09
 184  182  0.00e+00
 161  167 -5.63e+06
 118  112  2.95e+05
 184  178  2.95e+05
  34   38  4.42e+07
 133  143  4.42e+07
  32   34  0.00e+00
 130  122 -4.42e+07
 133  137  0.00e+00
 143  145 -4.42e+07
  24   24  8.80e+09
  47   43  0.00e+00
 131  121  4.42e+07
  22   28  2.95e+05
  86   86  2.83e+09
  86   80 -1.41e+09
 142  148  2.95e+05
 119  115  0.00e+00
 148  152  4.42e+07
  26   20 -1.41e+09
  13    7 -1.41e+09
  32   32  2.83e+09
  82   88  2.95e+05
 179  175  0.00e+00
  43   49 -1.41e+09
 160  164  4.42e+07
 145  145  2.83e+09
   2    8 -1.41e+09
 153  159 -3.38e+04
   9    9  6.76e+04
  92   94  0.00e+00
  52   58  2.95e+05
  62   68 -1.41e+09
 181  185  0.00e+00
 116  116  2.83e+09
 127  121 -1.41e+09
 135  129 -3.38e+04
 137  131 -5.63e+06
  54   60 -4.40e+09
 124  122  0.00e+00
  61   67 -1.41e+09
  85   83 -4.42e+07
  32   28  4.42e+07
 150  144 -4.40e+09
 130  128  0.00e+00
 169  163 -1.41e+09
 112  110  0.00e+00
 151  145 -1.41e+09
 100   92 -4.42e+07
  31   37 -1.41e+09
  31   35  0.00e+00
 169  173  0.00e+00
 176  178  0.00e+00
 140  146 -1.41e+09
 134  128 -1.41e+09
  71   73 -4.42e+07
  94  100  2.95e+05
  67   67  2.83e+09
  39   39  6.76e+04
  26   32 -1.41e+09
 162  156 -4.40e+09
 124  116 -4.42e+07
  31   25 -1.41e+09
 182  176 -1.41e+09
  41   41  1.68e+07
 124  118  2.95e+05
  58   52  2.95e+05
  61   55 -1.41e+09
  82   80  0.00e+00
  26   28  0.00e+00
  38   44 -1.41e+09
  42   48 -4.40e+09
  89   91 -4.42e+07
  51   51  6.76e+04
  85   85  2.83e+09
 145  155  4.42e+07
 146  146  2.83e+09
 168  174 -4.40e+09
  28   22  2.95e+05
 129  135 -3.38e+04
  82   86  4.42e+07
 149  145  0.00e+00
 146  152 -1.41e+09
 182  188 -1.41e+09
  46   40  2.95e+05
 130  130  4.94e+06
 173  175 -4.42e+07
 143  137 -5.63e+06
 153  153  6.76e+04
 174  174  8.80e+09
 127  125 -4.42e+07
 159  165 -3.38e+04
 145  139 -1.41e+09
  79   83  0.00e+00
 184  188  4.42e+07
 104   98 -1.41e+09
  55   61 -1.41e+09
 185  185  1.68e+07
  90   90  8.80e+09
 101   97  0.00e+00
  24   30 -4.40e+09
 140  140  2.83e+09
  48   54 -4.40e+09
 165  165  6.76e+04
 123  129 -3.38e+04
 136  136  4.94e+06
  76   82  2.95e+05
 186  186  4.40e+09
 179  181 -4.42e+07
  49   43 -1.41e+09
 149  149  1.68e+07
 137  133  0.00e+00
  65   65  1.68e+07
 131  133 -4.42e+07
  84   78 -4.40e+09
 170  172  0.00e+00
 143  149 -5.63e+06
  73   83  4.42e+07
  53   55 -4.42e+07
 127  133 -1.41e+09
 128  130  0.00e+00
  58   62  4.42e+07
  77   73  0.00e+00
  79   77 -4.42e+07
  47   37  4.42e+07
 181  179 -4.42e+07
 155  145  4.42e+07
  96  102 -4.40e+09
  71   71  1.68e+07
 103  103  2.83e+09
 130  124  2.95e+05
 188  184  4.42e+07
 176  172  4.42e+07
 172  164 -4.42e+07
 125  131 -5.63e+06
 162  168 -4.40e+09
 131  125 -5.63e+06
 161  151  4.42e+07
 113  109  0.00e+00
 181  191  4.42e+07
 117  123 -3.38e+04
  19   19  2.83e+09
  50   52  0.00e+00
 142  134 -4.42e+07
  34   28  2.95e+05
 107   97  4.42e+07
   9    3 -3.38e+04
 110  106  4.42e+07
  36   30 -4.40e+09
 133  131 -4.42e+07
 169  167 -4.42e+07
 163  161 -4.42e+07
 161  155 -5.63e+06
 179  173 -5.63e+06
 148  154  2.95e+05
  21   15 -3.38e+04
 115  109 -1.41e+09
  50   46  4.42e+07
 150  156 -4.40e+09
 116  124 -4.42e+07
 140  136  4.42e+07
  94   92  0.00e+00
 112  118  2.95e+05
 166  172  2.95e+05
  43   47  0.00e+00
  80   82  0.00e+00
  81   87 -3.38e+04
 155  151  0.00e+00
 161  157  0.00e+00
  45   51 -3.38e+04
   1    7 -1.41e+09
 155  157 -4.42e+07
 130  134  4.42e+07
 170  170  2.83e+09
 124  128  4.42e+07
 149  151 -4.42e+07
 111  111  6.76e+04
 147  141 -3.38e+04
 139  133 -1.41e+09
  22   14 -4.42e+07
 147  153 -3.38e+04
 116  122 -1.41e+09
  83   79  0.00e+00
 102  108 -4.40e+09
  11   11  1.68e+07
   8   10  0.00e+00
 158  152 -1.41e+09
  42   36 -4.40e+09
  29   19  4.42e+07
   7   13 -1.41e+09
 167  161 -5.63e+06
  48   42 -4.40e+09
 100   94  2.95e+05
 156  162 -4.40e+09
  77   79 -4.42e+07
  59   61 -4.42e+07
  85   95  4.42e+07
 137  127  4.42e+07
  80   80  2.83e+09
 120  126 -4.40e+09
 101  103 -4.42e+07
  29   31 -4.42e+07
  14   16  0.00e+00
  96   96  8.80e+09
 131  131  1.68e+07
  28   20 -4.42e+07
 185  181  0.00e+00
 106  104  0.00e+00
  14   22 -4.42e+07
 164  166  0.00e+00
   4    8  4.42e+07
  33   33  6.76e+04
  10    8  0.00e+00
 100  104  4.42e+07
  77   83 -5.63e+06
  39   45 -3.38e+04
 154  160  2.95e+05
  45   45  6.76e+04
 160  160  4.94e+06
  12   18 -4.40e+09
  69   75 -3.38e+04
 151  161  4.42e+07
 146  140 -1.41e+09
 146  154 -4.42e+07
  61   61  2.83e+09
 142  142  4.94e+06
  52   52  4.94e+06
 147  147  6.76e+04
  94   94  4.94e+06
  93   87 -3.38e+04
 191  181  4.42e+07
 165  159 -3.38e+04
  56   50 -1.41e+09
  42   42  8.80e+09
  34   34  4.94e+06
 113  107 -5.63e+06
 148  142  2.95e+05
  82   82  4.94e+06
 142  146  4.42e+07
  97  101  0.00e+00
 166  166  4.94e+06
 156  156  8.80e+09
  23   17 -5.63e+06
 115  115  2.83e+09
  80   74 -1.41e+09
   0    6 -4.40e+09
 178  170 -4.42e+07
 114  114  8.80e+09
  18   12 -4.40e+09
  43   43  2.83e+09
   8   16 -4.42e+07
 157  157  2.83e+09
 103  113  4.42e+07
  87   93 -3.38e+04
  92  100 -4.42e+07
  75   75  6.76e+04
  20   20  2.83e+09
  70   64  2.95e+05
 115  113 -4.42e+07
  71   65 -5.63e+06
 157  161  0.00e+00
  50   50  2.83e+09
   4    4  4.94e+06
  65   59 -5.63e+06
 122  118  4.42e+07
  79   85 -1.41e+09
  56   62 -1.41e+09
  35   31  0.00e+00
 170  166  4.42e+07
 190  182 -4.42e+07
 131  127  0.00e+00
 166  158 -4.42e+07
  98  106 -4.42e+07
 186  180 -4.40e+09
 103  101 -4.42e+07
 168  168  8.80e+09
  50   56 -1.41e+09
 115  119  0.00e+00
 177  171 -3.38e+04
 114  120 -4.40e+09
 139  143  0.00e+00
  40   34  2.95e+05
 158  160  0.00e+00
 142  136  2.95e+05
  97   97  2.83e+09
 138  138  8.80e+09
 104  100  4.42e+07
  13   23  4.42e+07
  97   95 -4.42e+07
 114  108 -4.40e+09
 173  169  0.00e+00
 151  157 -1.41e+09
  52   56  4.42e+07
   6    6  8.80e+09
  64   70  2.95e+05
  94   88  2.95e+05
  34   32  0.00e+00
  57   57  6.76e+04
  40   40  4.94e+06
  79   79  2.83e+09
 163  163  2.83e+09
  85   79 -1.41e+09
 100  100  4.94e+06
  70   76  2.95e+05
 155  161 -5.63e+06
  64   56 -4.42e+07
 134  134  2.83e+09
  28   26  0.00e+00
 134  140 -1.41e+09
 176  176  2.83e+09
  22   16  2.95e+05
  76   80  4.42e+07
  19   25 -1.41e+09
  94   86 -4.42e+07
  68   64  4.42e+07
  44   52 -4.42e+07
  95   91  0.00e+00
  26   26  2.83e+09
 125  115  4.42e+07
   6    0 -4.40e+09
 142  140  0.00e+00
  16   16  4.94e+06
  23   19  0.00e+00
  56   52  4.42e+07
 174  168 -4.40e+09
  89   83 -5.63e+06
  22   26  4.42e+07 (Module: condensation, Line: 386)
