2026-02-26 16:18:39,210 [DEBUG] 📁 Log file created at: c:\Users\s1834431\Programs\fem_model\post_processing\results\job_0007_n32_2026-02-26_16-18-35-472828_pid18316_53a88bc9\logs\CondenseModifiedSystem.log (Module: condensation, Line: 68)
2026-02-26 16:18:39,210 [DEBUG] Adaptive tolerance: 1.00e+24 (Module: condensation, Line: 122)
2026-02-26 16:18:39,210 [DEBUG] System Validation Summary:
  - Fixed DOFs Valid: 6/198
  - Matrix Shape: (198, 198)
  - Adaptive Tolerance: 1.00e+24 (Module: condensation, Line: 78)
2026-02-26 16:18:39,210 [DEBUG] Active DOFs: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15...] (Module: condensation, Line: 159)
2026-02-26 16:18:39,211 [DEBUG] Intermediate system created | Shape: (192, 192) (Module: condensation, Line: 165)
2026-02-26 16:18:39,211 [DEBUG] 🔧 Building condensed system from intermediate matrix (Module: condensation, Line: 185)
2026-02-26 16:18:39,212 [DEBUG] 📐 Condensed system built: K_cond shape = (192, 192), F_cond length = 192 (Module: condensation, Line: 199)
2026-02-26 16:18:39,212 [DEBUG] Bi-directional mapping validated (Module: condensation, Line: 236)
2026-02-26 16:18:39,218 [DEBUG] 
======================================== SYSTEM DETAILS ======================================== (Module: condensation, Line: 328)
2026-02-26 16:18:39,218 [DEBUG] 📊 Statistics:
Total DOFs: 198
Fixed DOFs: 6 (3.0%)
Active DOFs: 192 (97.0%)
Condensed DOFs: 192 (97.0%)
Inactive DOFs: 0 (0.0%) (Module: condensation, Line: 339)
2026-02-26 16:18:39,218 [DEBUG] 🗺️ Mapping Samples:
Condensed → Original: 0 → 6
1 → 7
2 → 8
3 → 9
4 → 10
... → ...
187 → 193
188 → 194
189 → 195
190 → 196
191 → 197
Original → Condensed: 6 → 0
7 → 1
8 → 2
9 → 3
10 → 4
... → ...
193 → 187
194 → 188
195 → 189
196 → 190
197 → 191 (Module: condensation, Line: 342)
2026-02-26 16:18:39,222 [DEBUG] 🔍 Sparse Matrix Pattern Sample:
 Row  Col     Value
 123  117 -3.38e+04
  14   20 -1.41e+09
  29   25  0.00e+00
 124  124  4.94e+06
  89   95 -5.63e+06
 136  134  0.00e+00
  78   84 -4.40e+09
  59   55  0.00e+00
  91   89 -4.42e+07
 132  132  8.80e+09
  68   76 -4.42e+07
   7    1 -1.41e+09
  29   35 -5.63e+06
 100  106  2.95e+05
 164  172 -4.42e+07
 141  141  6.76e+04
   8    4  4.42e+07
 126  126  8.80e+09
 101  107 -5.63e+06
  67   77  4.42e+07
 139  145 -1.41e+09
  37   35 -4.42e+07
  10    4  2.95e+05
 101  101  1.68e+07
  51   57 -3.38e+04
  75   81 -3.38e+04
  19   23  0.00e+00
  44   40  4.42e+07
  16   14  0.00e+00
  35   29 -5.63e+06
  67   73 -1.41e+09
  34   26 -4.42e+07
 129  129  6.76e+04
  92   92  2.83e+09
  72   78 -4.40e+09
 170  176 -1.41e+09
 122  130 -4.42e+07
 121  131  4.42e+07
  17   13  0.00e+00
  95   95  1.68e+07
 120  114 -4.40e+09
 173  173  1.68e+07
  53   43  4.42e+07
  86   92 -1.41e+09
 121  121  2.83e+09
  23   23  1.68e+07
 163  169 -1.41e+09
 109  109  2.83e+09
 176  182 -1.41e+09
 146  148  0.00e+00
 152  146 -1.41e+09
 122  116 -1.41e+09
 132  138 -4.40e+09
 128  128  2.83e+09
  64   58  2.95e+05
 187  191 -4.42e+07
  35   37 -4.42e+07
  21   21  6.76e+04
  65   71 -5.63e+06
  67   61 -1.41e+09
 137  139 -4.42e+07
 106  106  4.94e+06
  44   38 -1.41e+09
  15   21 -3.38e+04
  68   74 -1.41e+09
 178  184  2.95e+05
  52   50  0.00e+00
  77   77  1.68e+07
  64   62  0.00e+00
 136  140  4.42e+07
 101   91  4.42e+07
 116  110 -1.41e+09
  60   54 -4.40e+09
 101   95 -5.63e+06
 118  122  4.42e+07
 106   98 -4.42e+07
 134  142 -4.42e+07
  50   44 -1.41e+09
 144  138 -4.40e+09
  73   73  2.83e+09
 185  191 -5.63e+06
  16   20  4.42e+07
 190  190  2.47e+06
  11    1  4.42e+07
  97  103 -1.41e+09
 119  119  1.68e+07
  49   49  2.83e+09
  68   70  0.00e+00
  62   64  0.00e+00
 104  106  0.00e+00
 140  134 -1.41e+09
  63   63  6.76e+04
  76   74  0.00e+00
 122  128 -1.41e+09
  50   58 -4.42e+07
  95   89 -5.63e+06
 140  142  0.00e+00
  58   58  4.94e+06
 157  155 -4.42e+07
 178  182  4.42e+07
  62   56 -1.41e+09
  55   59  0.00e+00
  14   10  4.42e+07
 139  139  2.83e+09
  87   87  6.76e+04
 129  123 -3.38e+04
  43   53  4.42e+07
  98   92 -1.41e+09
  89   85  0.00e+00
  15   15  6.76e+04
 164  170 -1.41e+09
 141  135 -3.38e+04
 145  143 -4.42e+07
 152  152  2.83e+09
  40   44  4.42e+07
  83   73  4.42e+07
 100   98  0.00e+00
 154  154  4.94e+06
 104  110 -1.41e+09
 175  173 -4.42e+07
 169  169  2.83e+09
  41   47 -5.63e+06
 148  140 -4.42e+07
  26   22  4.42e+07
  24   18 -4.40e+09
 149  155 -5.63e+06
  53   59 -5.63e+06
 119  109  4.42e+07
 164  158 -1.41e+09
  60   66 -4.40e+09
 179  185 -5.63e+06
  41   43 -4.42e+07
  57   51 -3.38e+04
  72   66 -4.40e+09
 175  185  4.42e+07
 119  113 -5.63e+06
  67   71  0.00e+00
  29   29  1.68e+07
 185  187 -4.42e+07
  65   55  4.42e+07
  94   98  4.42e+07
 172  172  4.94e+06
  80   88 -4.42e+07
 106  100  2.95e+05
 109  107 -4.42e+07
  61   59 -4.42e+07
 109  119  4.42e+07
  84   90 -4.40e+09
  17   19 -4.42e+07
  54   48 -4.40e+09
  48   48  8.80e+09
 157  163 -1.41e+09
 110  118 -4.42e+07
 122  124  0.00e+00
 107  101 -5.63e+06
  88   92  4.42e+07
  15    9 -3.38e+04
  30   30  8.80e+09
  74   80 -1.41e+09
  71   67  0.00e+00
 108  108  8.80e+09
 178  178  4.94e+06
 167  169 -4.42e+07
  71   61  4.42e+07
  82   74 -4.42e+07
  73   79 -1.41e+09
  54   54  8.80e+09
  11   17 -5.63e+06
 138  144 -4.40e+09
 149  143 -5.63e+06
  46   38 -4.42e+07
 171  177 -3.38e+04
  98  104 -1.41e+09
  61   71  4.42e+07
 190  188  4.42e+07
 137  137  1.68e+07
 110  104 -1.41e+09
   8   14 -1.41e+09
   8    8  2.83e+09
 190  184  2.95e+05
  90   96 -4.40e+09
  58   56  0.00e+00
 135  141 -3.38e+04
  55   55  2.83e+09
  23   29 -5.63e+06
  17   17  1.68e+07
  44   50 -1.41e+09
 153  147 -3.38e+04
  18   24 -4.40e+09
 189  189  3.38e+04
 150  150  8.80e+09
 188  182 -1.41e+09
 177  183 -3.38e+04
   1    1  2.83e+09
  22   22  4.94e+06
 155  149 -5.63e+06
 185  175  4.42e+07
 107  113 -5.63e+06
   1   11  4.42e+07
  13   11 -4.42e+07
  90   84 -4.40e+09
 126  132 -4.40e+09
 106  112  2.95e+05
 164  160  4.42e+07
  21   27 -3.38e+04
 156  150 -4.40e+09
 127  137  4.42e+07
  45   39 -3.38e+04
 121  125  0.00e+00
