max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
9.991195e+02,0.000000e+00,8.333333e+01,2.278936e-03,0.000000e+00,1.900787e-04,1.000000e+03,0.000000e+00,2.280944e-03,0.000000e+00
