max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
1.715782e+03,0.000000e+00,1.902978e+02,2.272034e-03,0.000000e+00,1.912884e-04,2.069568e+03,0.000000e+00,2.272034e-03,0.000000e+00
