job_id,uy_fem_mm,uy_analytical_mm,error_uy_mm,theta_z_fem_deg,theta_z_analytical_deg,error_theta_deg
3.000000000000000000e+00,-3.044965037474999914e+00,-3.052568185392773970e+00,7.603147917774055742e-03,-1.306884859822088629e-01,-1.306884859823019551e-01,9.309220061481937591e-14
4.000000000000000000e+00,-5.844454233904999331e-03,-3.050683348902339720e+00,3.044838894668434826e+00,0.000000000000000000e+00,-1.306884859823019551e-01,1.306884859823019551e-01
