sigma1,sigma2,sigma3
1.496464288903e+03,-8.164062500141e+02,-1.496464288903e+03
5.000000000121e+02,-5.000000000121e+02,-8.164062500141e+02
4.964642888783e+02,-4.964642888783e+02,-8.164062500141e+02
