total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
198,1.679984e-03,7.126887e-03,6.666667e+02,8.333333e+02,6.666667e+02,8.333333e+02,32
