Global DOF,Value
0,0.000000000000e+00
1,-4.999999995090e+02
2,0.000000000000e+00
3,0.000000000000e+00
4,0.000000000000e+00
5,-1.000000000199e+03
6,0.000000000000e+00
7,1.164153218269e-10
8,0.000000000000e+00
9,0.000000000000e+00
10,0.000000000000e+00
11,1.364242052659e-12
12,0.000000000000e+00
13,2.328306436539e-10
14,0.000000000000e+00
15,0.000000000000e+00
16,0.000000000000e+00
17,-9.094947017729e-13
18,0.000000000000e+00
19,0.000000000000e+00
20,0.000000000000e+00
21,0.000000000000e+00
22,0.000000000000e+00
23,1.818989403546e-12
24,0.000000000000e+00
25,0.000000000000e+00
26,0.000000000000e+00
27,0.000000000000e+00
28,0.000000000000e+00
29,-7.275957614183e-12
30,0.000000000000e+00
31,3.725290298462e-09
32,0.000000000000e+00
33,0.000000000000e+00
34,0.000000000000e+00
35,-1.273292582482e-11
36,0.000000000000e+00
37,-4.190951585770e-09
38,0.000000000000e+00
39,0.000000000000e+00
40,0.000000000000e+00
41,1.818989403546e-12
42,0.000000000000e+00
43,4.190951585770e-09
44,0.000000000000e+00
45,0.000000000000e+00
46,0.000000000000e+00
47,-2.182787284255e-11
48,0.000000000000e+00
49,-2.793967723846e-09
50,0.000000000000e+00
51,0.000000000000e+00
52,0.000000000000e+00
53,-4.001776687801e-11
54,0.000000000000e+00
55,2.793967723846e-09
56,0.000000000000e+00
57,0.000000000000e+00
58,0.000000000000e+00
59,-5.820766091347e-11
60,0.000000000000e+00
61,-3.725290298462e-09
62,0.000000000000e+00
63,0.000000000000e+00
64,0.000000000000e+00
65,-5.456968210638e-11
66,0.000000000000e+00
67,8.381903171539e-09
68,0.000000000000e+00
69,0.000000000000e+00
70,0.000000000000e+00
71,-5.093170329928e-11
72,0.000000000000e+00
73,2.793967723846e-09
74,0.000000000000e+00
75,0.000000000000e+00
76,0.000000000000e+00
77,9.822542779148e-11
78,0.000000000000e+00
79,-7.450580596924e-09
80,0.000000000000e+00
81,0.000000000000e+00
82,0.000000000000e+00
83,8.367351256311e-11
84,0.000000000000e+00
85,2.793967723846e-09
86,0.000000000000e+00
87,0.000000000000e+00
88,0.000000000000e+00
89,-5.456968210638e-11
90,0.000000000000e+00
91,-1.024454832077e-08
92,0.000000000000e+00
93,0.000000000000e+00
94,0.000000000000e+00
95,-7.275957614183e-12
96,0.000000000000e+00
97,1.862645149231e-09
98,0.000000000000e+00
99,0.000000000000e+00
100,0.000000000000e+00
101,9.822542779148e-11
102,0.000000000000e+00
103,5.587935447693e-09
104,0.000000000000e+00
105,0.000000000000e+00
106,0.000000000000e+00
107,0.000000000000e+00
108,0.000000000000e+00
109,-1.769512891769e-08
110,0.000000000000e+00
111,0.000000000000e+00
112,0.000000000000e+00
113,-1.600710675120e-10
114,0.000000000000e+00
115,5.215406417847e-08
116,0.000000000000e+00
117,0.000000000000e+00
118,0.000000000000e+00
119,2.037268131971e-10
120,0.000000000000e+00
121,-1.396983861923e-08
122,0.000000000000e+00
123,0.000000000000e+00
124,0.000000000000e+00
125,1.455191522837e-11
126,0.000000000000e+00
127,-3.166496753693e-08
128,0.000000000000e+00
129,0.000000000000e+00
130,0.000000000000e+00
131,8.003553375602e-11
132,0.000000000000e+00
133,-2.607703208923e-08
134,0.000000000000e+00
135,0.000000000000e+00
136,0.000000000000e+00
137,-4.365574568510e-11
138,0.000000000000e+00
139,-1.024454832077e-08
140,0.000000000000e+00
141,0.000000000000e+00
142,0.000000000000e+00
143,-1.964508555830e-10
144,0.000000000000e+00
145,1.490116119385e-08
146,0.000000000000e+00
147,0.000000000000e+00
148,0.000000000000e+00
149,-1.455191522837e-10
150,0.000000000000e+00
151,-1.676380634308e-08
152,0.000000000000e+00
153,0.000000000000e+00
154,0.000000000000e+00
155,-2.328306436539e-10
156,0.000000000000e+00
157,4.656612873077e-08
158,0.000000000000e+00
159,0.000000000000e+00
160,0.000000000000e+00
161,2.619344741106e-10
162,0.000000000000e+00
163,3.539025783539e-08
164,0.000000000000e+00
165,0.000000000000e+00
166,0.000000000000e+00
167,-1.164153218269e-10
168,0.000000000000e+00
169,-2.607703208923e-08
170,0.000000000000e+00
171,0.000000000000e+00
172,0.000000000000e+00
173,-1.164153218269e-10
174,0.000000000000e+00
175,8.940696716309e-08
176,0.000000000000e+00
177,0.000000000000e+00
178,0.000000000000e+00
179,-1.455191522837e-10
180,0.000000000000e+00
181,-1.136213541031e-07
182,0.000000000000e+00
183,0.000000000000e+00
184,0.000000000000e+00
185,-1.091393642128e-10
186,0.000000000000e+00
187,3.539025783539e-08
188,0.000000000000e+00
189,0.000000000000e+00
190,0.000000000000e+00
191,2.037268131971e-10
192,0.000000000000e+00
193,-9.313225746155e-08
194,0.000000000000e+00
195,0.000000000000e+00
196,0.000000000000e+00
197,3.055902197957e-10
198,0.000000000000e+00
199,7.450580596924e-08
200,0.000000000000e+00
201,0.000000000000e+00
202,0.000000000000e+00
203,-6.839400157332e-10
204,0.000000000000e+00
205,9.872019290924e-08
206,0.000000000000e+00
207,0.000000000000e+00
208,0.000000000000e+00
209,-2.473825588822e-10
210,0.000000000000e+00
211,-3.539025783539e-08
212,0.000000000000e+00
213,0.000000000000e+00
214,0.000000000000e+00
215,9.240466170013e-10
216,0.000000000000e+00
217,-1.192092895508e-07
218,0.000000000000e+00
219,0.000000000000e+00
220,0.000000000000e+00
221,-2.983142621815e-10
222,0.000000000000e+00
223,1.173466444016e-07
224,0.000000000000e+00
225,0.000000000000e+00
226,0.000000000000e+00
227,-7.712515071034e-10
228,0.000000000000e+00
229,-7.450580596924e-09
230,0.000000000000e+00
231,0.000000000000e+00
232,0.000000000000e+00
233,-1.266016624868e-09
234,0.000000000000e+00
235,-7.636845111847e-08
236,0.000000000000e+00
237,0.000000000000e+00
238,0.000000000000e+00
239,-7.275957614183e-11
240,0.000000000000e+00
241,1.341104507446e-07
242,0.000000000000e+00
243,0.000000000000e+00
244,0.000000000000e+00
245,-2.037268131971e-10
246,0.000000000000e+00
247,9.685754776001e-08
248,0.000000000000e+00
249,0.000000000000e+00
250,0.000000000000e+00
251,2.182787284255e-10
252,0.000000000000e+00
253,-5.587935447693e-08
254,0.000000000000e+00
255,0.000000000000e+00
256,0.000000000000e+00
257,6.548361852765e-10
258,0.000000000000e+00
259,-9.872019290924e-08
260,0.000000000000e+00
261,0.000000000000e+00
262,0.000000000000e+00
263,-4.947651177645e-10
264,0.000000000000e+00
265,9.126961231232e-08
266,0.000000000000e+00
267,0.000000000000e+00
268,0.000000000000e+00
269,-1.309672370553e-10
270,0.000000000000e+00
271,-7.078051567078e-08
272,0.000000000000e+00
273,0.000000000000e+00
274,0.000000000000e+00
275,-1.280568540096e-09
276,0.000000000000e+00
277,-8.940696716309e-08
278,0.000000000000e+00
279,0.000000000000e+00
280,0.000000000000e+00
281,-7.566995918751e-10
282,0.000000000000e+00
283,8.195638656616e-08
284,0.000000000000e+00
285,0.000000000000e+00
286,0.000000000000e+00
287,-4.802132025361e-10
288,0.000000000000e+00
289,3.352761268616e-08
290,0.000000000000e+00
291,0.000000000000e+00
292,0.000000000000e+00
293,2.037268131971e-10
294,0.000000000000e+00
295,6.519258022308e-08
296,0.000000000000e+00
297,0.000000000000e+00
298,0.000000000000e+00
299,4.365574568510e-11
300,0.000000000000e+00
301,-1.043081283569e-07
302,0.000000000000e+00
303,0.000000000000e+00
304,0.000000000000e+00
305,1.018634065986e-10
306,0.000000000000e+00
307,1.098960638046e-07
308,0.000000000000e+00
309,0.000000000000e+00
310,0.000000000000e+00
311,-1.266016624868e-09
312,0.000000000000e+00
313,-5.401670932770e-08
314,0.000000000000e+00
315,0.000000000000e+00
316,0.000000000000e+00
317,-2.473825588822e-10
318,0.000000000000e+00
319,2.104789018631e-07
320,0.000000000000e+00
321,0.000000000000e+00
322,0.000000000000e+00
323,2.051820047200e-09
324,0.000000000000e+00
325,-3.986060619354e-07
326,0.000000000000e+00
327,0.000000000000e+00
328,0.000000000000e+00
329,-8.149072527885e-10
330,0.000000000000e+00
331,2.793967723846e-07
332,0.000000000000e+00
333,0.000000000000e+00
334,0.000000000000e+00
335,-1.324224285781e-09
336,0.000000000000e+00
337,-2.346932888031e-07
338,0.000000000000e+00
339,0.000000000000e+00
340,0.000000000000e+00
341,1.906300894916e-09
342,0.000000000000e+00
343,9.685754776001e-08
344,0.000000000000e+00
345,0.000000000000e+00
346,0.000000000000e+00
347,3.012246452272e-09
348,0.000000000000e+00
349,2.197921276093e-07
350,0.000000000000e+00
351,0.000000000000e+00
352,0.000000000000e+00
353,1.164153218269e-09
354,0.000000000000e+00
355,-2.980232238770e-08
356,0.000000000000e+00
357,0.000000000000e+00
358,0.000000000000e+00
359,-1.382431946695e-09
360,0.000000000000e+00
361,-1.676380634308e-07
362,0.000000000000e+00
363,0.000000000000e+00
364,0.000000000000e+00
365,-1.469743438065e-09
366,0.000000000000e+00
367,3.725290298462e-07
368,0.000000000000e+00
369,0.000000000000e+00
370,0.000000000000e+00
371,7.275957614183e-10
372,0.000000000000e+00
373,1.750886440277e-07
374,0.000000000000e+00
375,0.000000000000e+00
376,0.000000000000e+00
377,-3.055902197957e-10
378,0.000000000000e+00
379,-3.054738044739e-07
380,0.000000000000e+00
381,0.000000000000e+00
382,0.000000000000e+00
383,-3.201421350241e-10
384,0.000000000000e+00
385,-5.960464477539e-08
386,0.000000000000e+00
387,0.000000000000e+00
388,0.000000000000e+00
