strain_energy_density
1.147440461820e+00
1.129646661824e+00
1.111948891423e+00
1.094391024345e+00
1.076973060591e+00
1.059695000159e+00
1.042556843051e+00
1.025558589267e+00
1.008700238805e+00
9.919817916674e-01
9.754032478528e-01
9.589646073615e-01
9.426658701936e-01
9.265070363489e-01
9.104881058276e-01
8.946090786297e-01
8.788699547550e-01
8.632707342037e-01
8.478114169758e-01
8.324920030711e-01
8.173124924898e-01
8.022728852318e-01
7.873731812972e-01
7.726133806859e-01
7.579934833979e-01
7.435134894332e-01
7.291733987919e-01
7.149732114739e-01
7.009129274792e-01
6.869925468079e-01
6.732120694599e-01
6.595714954352e-01
6.460708247339e-01
6.327100573559e-01
6.194891933012e-01
6.064082325699e-01
5.934671751618e-01
5.806660210771e-01
5.680047703158e-01
5.554834228777e-01
5.431019787630e-01
5.308604379717e-01
5.187588005036e-01
5.067970663589e-01
4.949752355376e-01
4.832933080395e-01
4.717512838648e-01
4.603491630134e-01
4.490869454854e-01
4.379646312807e-01
4.269822203993e-01
4.161397128413e-01
4.054371086066e-01
3.948744076952e-01
3.844516101072e-01
3.741687158425e-01
3.640257249011e-01
3.540226372830e-01
3.441594529883e-01
3.344361720169e-01
3.248527943688e-01
3.154093200440e-01
3.061057490426e-01
2.969420813646e-01
2.879183170098e-01
2.790344559784e-01
2.702904982703e-01
2.616864438855e-01
2.532222928241e-01
2.448980450860e-01
2.367137006713e-01
2.286692595799e-01
2.207647218118e-01
2.130000873670e-01
2.053753562456e-01
1.978905284475e-01
1.905456039727e-01
1.833405828212e-01
1.762754649931e-01
1.693502504883e-01
1.625649393068e-01
1.559195314487e-01
1.494140269139e-01
1.430484257025e-01
1.368227278144e-01
1.307369332496e-01
1.247910420082e-01
1.189850540901e-01
1.133189694953e-01
1.077927882239e-01
1.024065102757e-01
9.716013565095e-02
9.205366434950e-02
8.708709637137e-02
8.226043171657e-02
7.757367038512e-02
7.302681237700e-02
6.861985769221e-02
6.435280633075e-02
6.022565829260e-02
5.623841357777e-02
5.239107218629e-02
4.868363411815e-02
4.511609937332e-02
4.168846795183e-02
3.840073985368e-02
3.525291507883e-02
3.224499362731e-02
2.937697549914e-02
2.664886069429e-02
2.406064921278e-02
2.161234105458e-02
1.930393621971e-02
1.713543470815e-02
1.510683651995e-02
1.321814165508e-02
1.146935011351e-02
9.860461895285e-03
8.391477000394e-03
7.062395428826e-03
5.873217180561e-03
4.823942255637e-03
3.914570654014e-03
3.145102375757e-03
2.515537420785e-03
2.025875789147e-03
1.676117480809e-03
1.466262495818e-03
1.396310834160e-03
