sigma1,sigma2,sigma3
1.756705167656e+03,-5.193284352669e+02,-1.756705167656e+03
4.889729817746e+02,-4.889729817746e+02,-5.193284352669e+02
7.787592041067e+02,-5.193284352669e+02,-7.787592041067e+02
