sigma1,sigma2,sigma3
7.235961709997e+02,-1.582215627052e+02,-7.235961709997e+02
3.373616536492e+02,-1.582215627052e+02,-3.373616536492e+02
4.887286370197e+01,-4.887286370197e+01,-1.582215627052e+02
