sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-4.911326965590e+02
0.000000000000e+00,0.000000000000e+00,-4.588704427083e+02
0.000000000000e+00,0.000000000000e+00,-4.266081888576e+02
