strain_energy_density
1.229282497160e+00
1.088022042975e+00
9.545435090856e-01
8.337484963308e-01
7.248062871346e-01
6.269143238385e-01
5.392982087022e-01
4.612117039031e-01
3.919367315363e-01
3.307833736149e-01
2.770898720699e-01
2.302226287499e-01
1.895762054214e-01
1.545733237690e-01
1.246648653947e-01
9.932987181871e-02
7.807554447888e-02
6.043724473093e-02
4.597849384843e-02
3.429097302280e-02
2.499452336324e-02
1.773714589684e-02
1.219500156850e-02
8.072411240946e-03
5.101855694765e-03
3.043975628353e-03
1.687571657950e-03
8.496043176362e-04
3.751940593189e-04
1.376212527429e-04
3.832618548843e-05
6.909062970574e-06
1.130008436983e-06
