sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-6.214780729709e+02
0.000000000000e+00,0.000000000000e+00,-6.093750000137e+02
0.000000000000e+00,0.000000000000e+00,-5.972719270566e+02
