element_id,total_strain_energy
0,3.528421924321e-02
1,3.311894287070e-02
2,3.105497000794e-02
3,2.908908782086e-02
4,2.721813529526e-02
5,2.543900323687e-02
6,2.374863427131e-02
7,2.214402284410e-02
8,2.062221522069e-02
9,1.918030948641e-02
10,1.781545554651e-02
11,1.652485512613e-02
12,1.530576177032e-02
13,1.415548084404e-02
14,1.307136953216e-02
15,1.205083683945e-02
16,1.109134359056e-02
17,1.019040243008e-02
18,9.345577822495e-03
19,8.554486052181e-03
20,7.814795223432e-03
21,7.124225260442e-03
22,6.480547907310e-03
23,5.881586728041e-03
24,5.325217106542e-03
25,4.809366246628e-03
26,4.332013172016e-03
27,3.891188726329e-03
28,3.484975573094e-03
29,3.111508195743e-03
30,2.768972897613e-03
31,2.455607801945e-03
32,2.169702851885e-03
33,1.909599810484e-03
34,1.673692260697e-03
35,1.460425605385e-03
36,1.268297067311e-03
37,1.095855689145e-03
38,9.417023334607e-04
39,8.044896827373e-04
40,6.829222393577e-04
41,5.757563256098e-04
42,4.818000836864e-04
43,3.999134756847e-04
44,3.290082836069e-04
45,2.680481093595e-04
46,2.160483747539e-04
47,1.720763215060e-04
48,1.352510112363e-04
49,1.047433254702e-04
50,7.977596563777e-05
51,5.962345307357e-05
52,4.361212901708e-05
53,3.112015461203e-05
54,2.157751090732e-05
55,1.446599885617e-05
56,9.319239316362e-06
57,5.722673050830e-06
58,3.313560726733e-06
59,1.780982916092e-06
60,8.658400955742e-07
61,3.608526466049e-07
62,1.105608550309e-07
63,1.132491158154e-08
