element_id,total_strain_energy
0,7.170042241506e-02
1,6.304223295865e-02
2,5.519360444074e-02
3,4.810237969695e-02
4,4.171814013508e-02
5,3.599220573503e-02
6,3.087763504888e-02
7,2.632922520084e-02
8,2.230351188727e-02
9,1.875876937667e-02
10,1.565501050970e-02
11,1.295398669914e-02
12,1.061918792994e-02
13,8.615842759187e-03
14,6.910918316115e-03
15,5.473120302102e-03
16,4.272892990671e-03
17,3.282419227492e-03
18,2.475620430380e-03
19,1.828156589297e-03
20,1.317426266348e-03
21,9.225665957868e-04
22,6.244532840103e-04
23,4.057006095623e-04
24,2.506614231322e-04
25,1.454271475545e-04
26,7.782777780975e-05
27,3.743188102417e-05
28,1.554659646955e-05
29,5.217635563174e-06
30,1.229281868365e-06
31,1.043910937940e-07
