strain_energy_density
5.107394608875e-01
4.989003155539e-01
4.871729016178e-01
4.755878226974e-01
4.641463657115e-01
4.528497494889e-01
4.416991248412e-01
4.306955746569e-01
4.198401140158e-01
4.091336903247e-01
3.985771834736e-01
3.881714060130e-01
3.779171033519e-01
3.678149539766e-01
3.578655696909e-01
3.480694958759e-01
3.384272117722e-01
3.289391307818e-01
3.196056007912e-01
3.104269045155e-01
3.014032598634e-01
2.925348203224e-01
2.838216753657e-01
2.752638508795e-01
2.668613096113e-01
2.586139516386e-01
2.505216148592e-01
2.425840755018e-01
2.348010486576e-01
2.271721888328e-01
2.196970905217e-01
2.123752888013e-01
2.052062599457e-01
1.981894220625e-01
1.913241357490e-01
1.846097047703e-01
1.780453767569e-01
1.716303439248e-01
1.653637438148e-01
1.592446600541e-01
1.532721231375e-01
1.474451112304e-01
1.417625509920e-01
1.362233184199e-01
1.308262397151e-01
1.255700921678e-01
1.204536050647e-01
1.154754606164e-01
1.106342949059e-01
1.059286988583e-01
1.013572192306e-01
9.691835962326e-02
9.261058151189e-02
8.843230529999e-02
8.438191139268e-02
8.045774129118e-02
7.665809870810e-02
7.298125070360e-02
6.942542884249e-02
6.598883037198e-02
6.266961942050e-02
5.946592821721e-02
5.637585833243e-02
5.339748193887e-02
5.052884309375e-02
4.776795904178e-02
4.511282153889e-02
4.256139819697e-02
4.011163384925e-02
3.776145193675e-02
3.550875591539e-02
3.335143068405e-02
3.128734403347e-02
2.931434811596e-02
2.743028093596e-02
2.563296786150e-02
2.392022315644e-02
2.228985153361e-02
2.073964972877e-02
1.926740809541e-02
1.787091222041e-02
1.654794456057e-02
1.529628609995e-02
1.411371802805e-02
1.299802343889e-02
1.194698905089e-02
1.095840694762e-02
1.003007633938e-02
9.159805345647e-03
8.345412798364e-03
7.584730066053e-03
6.875602898802e-03
6.215893294123e-03
5.603481383542e-03
5.036267340230e-03
4.512173307287e-03
4.029145346977e-03
3.585155410819e-03
3.178203330463e-03
2.806318829466e-03
2.467563555877e-03
2.160033135717e-03
1.881859247250e-03
1.631211716145e-03
1.406300631455e-03
1.205378482472e-03
1.026742316408e-03
8.687359169161e-04
7.297520035096e-04
6.082344517404e-04
5.026805343224e-04
4.116431830094e-04
3.337332714135e-04
2.676219185869e-04
2.120428134981e-04
1.657945603519e-04
1.277430447355e-04
9.682382063382e-05
7.204451828009e-05
5.248727286183e-05
3.731117406085e-05
2.575473645569e-05
1.713839076057e-05
1.086699591936e-05
6.432372036151e-06
3.415854168104e-06
1.490866949656e-06
4.255200765937e-07
8.478075269603e-08
