element_id,max_axial_force,max_shear_force,max_torque,max_moment,max_principal_s1,min_principal_s3,max_von_mises,mean_von_mises
0,0.000000e+00,0.000000e+00,0.000000e+00,4.911327e+02,0.000000e+00,-4.911327e+02,4.911327e+02,4.588704e+02
1,0.000000e+00,0.000000e+00,0.000000e+00,4.078943e+02,0.000000e+00,-4.078943e+02,4.078943e+02,3.758464e+02
2,0.000000e+00,0.000000e+00,0.000000e+00,3.253743e+02,0.000000e+00,-3.253743e+02,3.253743e+02,2.941081e+02
3,0.000000e+00,0.000000e+00,0.000000e+00,2.451478e+02,0.000000e+00,-2.451478e+02,2.451478e+02,2.156087e+02
4,0.000000e+00,0.000000e+00,0.000000e+00,1.697661e+02,0.000000e+00,-1.697661e+02,1.697661e+02,1.432780e+02
5,0.000000e+00,0.000000e+00,0.000000e+00,1.027572e+02,0.000000e+00,-1.027572e+02,1.027572e+02,8.102214e+01
6,0.000000e+00,0.000000e+00,0.000000e+00,4.862587e+01,0.000000e+00,-4.862587e+01,4.862587e+01,3.372396e+01
7,0.000000e+00,0.000000e+00,0.000000e+00,1.285312e+01,0.000000e+00,-1.285312e+01,1.285312e+01,7.242839e+00
