element_id,total_strain_energy
0,8.819565791297e-03
1,8.271242106707e-03
2,7.740606282911e-03
3,7.227658319908e-03
4,6.732398217698e-03
5,6.254825976282e-03
6,5.794941595658e-03
7,5.352745075828e-03
8,4.928236416790e-03
9,4.521415618546e-03
10,4.132282681095e-03
11,3.760837604438e-03
12,3.407080388573e-03
13,3.071011033502e-03
14,2.752629539223e-03
15,2.451935905738e-03
16,2.168930133046e-03
17,1.903612221147e-03
18,1.655982170042e-03
19,1.426039979729e-03
20,1.213785650210e-03
21,1.019219181484e-03
22,8.423405735506e-04
23,6.831498264107e-04
24,5.416469400639e-04
25,4.178319145103e-04
26,3.117047497498e-04
27,2.232654457825e-04
28,1.525140026084e-04
29,9.945042022742e-05
30,6.407469863954e-05
31,4.638683784485e-05
32,6.072517604772e-26
33,5.428847910590e-26
34,4.882541529337e-26
35,4.352411615734e-26
36,3.865851708458e-26
37,3.473409442709e-26
38,3.093407205934e-26
39,2.737367515468e-26
40,2.366286007011e-26
41,2.086465502056e-26
42,1.735662389514e-26
43,1.486542808138e-26
44,1.227656294817e-26
45,1.068876867895e-26
46,9.321208005617e-27
47,7.788126831836e-27
48,6.333231539506e-27
49,5.037023153538e-27
50,3.861148547033e-27
51,3.012916699185e-27
52,2.105573758810e-27
53,1.584079552042e-27
54,1.511978727124e-27
55,1.119429849840e-27
56,9.024144671409e-28
57,7.516034636406e-28
58,4.083488835973e-28
59,1.595283527524e-28
60,1.173105335537e-28
61,1.794449074812e-28
62,1.504201567820e-28
63,8.245667812261e-32
